idstd,id,a4a,a6a,a2,a4b,a0,a3a,a6b,a14d,a14m,a14y,a14h,a14min,a1,a12,a1a,a1c,a7,a7a,a7b,a11,a7c,a9,a20y,a20m,a20d,b1,b1x,b3,b2a,b2b,b2c,b2d,b4,b4a,KENb1,KENb2,b5,b6,b6a,b6b,b7,b7a,b8,b8x,KENb3,KENb4,c3,c4,c5,c6,c7,c8a,c8b,c9a,c9b,c10,c11,c12,c13,c14,c15,c16,c17,c22b,c30a,d1a1a,d1a1x,d1a3,d2,d2x,n3,d3a,d3b,d3c,d4,d5a,d8,d10,d11,d12a,d12b,d13,d14,d15a,d30a,d30b,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,e1,e2b,e6,e11,e30,h1,h2,h3x,h4x,h5,h6x,h7x,h8,h9,KENh1a,KENh1b,KENh1c,KENh2a,KENh2b,KENh2c,KENh2d,KENh3,KENh4a,KENh4b,KENh4c,KENh4d,KENh5,KENh6,KENh7,KENh8,KENh9a,KENh9b,KENh9c,f1,f2,KENf1a,KENf1b,KENf1c,KENf1d,KENf1e,g6a,g1a,g2,g3,g4,g5a,g5b,g5bx,g30a,i1,i2a,i2b,i3,i4a,i4b,i30,k3a,k3bc,k3e,k3f,k3hd,KENk1,KENk2,k4,n5a,n5b,k5a,k5a1,k5i,k5i1,k5bc,k5bc1,k5e,k5e1,k5f,k5f1,k5hdj,k5hdj1,k4b,n5c,n5d,k6,k7,k8,k9,k10,k11,k13,k14a,k14b,k14c,k14d,k14e,k15a,k15b,k15c,k15d,k16,k17,k20a1,k21,KENk3,KENk4,KENk5,k30,MMs1,MMs2,MMs3,MMs4,MMs5,MMs6,MMs7,MMs8,MMs9,MMs10,MMs12,MMs11,h7a,j2,j3,j4,j5,KENj1,KENj2,j6a,j6,j7a,j7b,KENj3,KENj4,KENj5,KENj6,KENj7,KENj8,j10,j11,j12,j13,j14,j15,KENj9,KENj10,KENj11a,KENj11b,j30a,j30b,j30c,j30e,j30f,h30,l1,l2,l3a,l3b,l4a1,l4a2,l4b,l5a,l5b,l5,l6,l6a,l8,l9b,l9b1,l10,l11a,l11a1,l11b,l11b1,l30a,l30b,m1a,n2a,n2e,n2b,n2i,n2p,n2e1,n7a,a15d,a15m,a15y,a15h,a15min,a15a1a,a15a1ax,a15a2a,a15a3,a15a1bx,a15a2b,a15b3,a15a1cx,a15a2c,a15c3,a16,a17,a18,a19h,a19m,a13,a3b,a3c,a3,d1a2,stratificationregioncode,stratificationsizecode,stratificationsectorcode,stratificationpanelcode,wstrict,wmedian,wweak,strata
629250,2222,Retail,Small,Uasin Gishu,Retail,Retail services,Uasin Gishu,Small,1,11,2018,17,6,Kenya,Nb1356,English,Establishment,No,,,,,,2017,12,31,Sole proprietorship,,100,100,0,0,0,No,,100,100,2013,3,Yes,2013,5,No,No,,Yes,No,No,,,Yes,3.0,1.0,0.0,None,,No,,No,,,,,,No,No obstacle,Retail trade of ,General Hardware Products,100,1800000.0,One Million And Eight Hundred Thousand,500000.0,100,0,0,,,,No losses,No losses,100,0,,,,No obstacle,No obstacle,We fixed it and took action to make sure it did not happen again,Yes,1-2 production performance indicators,Yes,Combination of short term and long term production targets,Possible to achieve with some effort,All managers and most production workers,No,,Based solely on performance and ability,Rarely or never,,,,Yes,Minor obstacle,No,,,,Yes,Introduced A Truck Which Delivers Hardware Products To Customers Who Purchase In Bulk,Before They Were Not Doing Delivery To Their Customers,No,,No,No,No,No,No,Yes,No,Did not have a product to patent,No,No,No,No,No,No,,Interactions with customers,No obstacle,Minor obstacle,Minor obstacle,,,,,,,,0,0,No,,,10.0,Square Meters,,No obstacle,Yes,1.0,,No,,,No obstacle,100,0,0,0,0,,,Yes,1500000.0,0.0,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,Yes,No,No,,,,,,,,,,,,,No,No,Interest rates were not favorable,,No,No,No effect,,Minor obstacle,Yes,Satisfy customers' request,No,,No,,Yes,100.0,Yes,60.0,No,,Don't know (spontaneous),3,Yes,2.0,No,Yes,3.0,No,,No payments or gifts are paid,,No,,No,,No,,No,,,Yes,5.0,No,Yes,In line with my expectation,Increase,Increase,Major obstacle,No obstacle,Does not apply,Moderate obstacle,No obstacle,No obstacle,6,4,,,,,,,,2.0,No full-time seasonal or temporary workers,,,,6.0,No,,,,,No obstacle,No obstacle,Tax rates,576000.0,,14400.0,500000.0,,,,1,11,2018,17,43,5,,5,Male,,,,,,,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,Cr0024,No,Yes,Over 250.000 to 1 million,5234,Uasin Gishu,Small (5-19),Retail,Fresh,18.936317,23.422726,86.74861,124
629251,2229,Other Services,Medium,Uasin Gishu,Construction Section F: ,Other services,Uasin Gishu,Small,20,8,2018,10,23,Kenya,Nb1356,English,Establishment,No,,,,,,2017,12,31,Sole proprietorship,,100,100,0,0,0,Yes,100.0,100,0,1999,4,Yes,1999,18,No,No,,Yes,No,No,,,Yes,3.0,0.0,30.0,1.0,,Yes,10.0,No,,,,,,Yes,Minor obstacle,Construction of,General Roadworks,80,300000000.0,Three Hundred Million,150000000.0,100,0,0,,,,No losses,5.0,98,2,Yes,30.0,No,Moderate obstacle,Minor obstacle,We fixed it and took action to make sure it did not happen again,No,,No,,,,Yes,Their own performance as measured by targets,Based solely on performance and ability,Within 6 months of identifying non-manager under-performance,,,,Yes,Major obstacle,No,,,,No,,,No,,,,,No,No,No,No,Did not have a product to patent,No,No,No,No,Yes,No,,Consultancy firms or individual consultants,Moderate obstacle,Major obstacle,Major obstacle,,,,,,,,0,0,No,,,,,,No obstacle,Yes,,120000.0,No,,,Minor obstacle,40,40,0,20,0,,,Yes,6000000.0,0.0,20.0,,0.0,,80.0,,0.0,,0.0,,0.0,,,,,Yes,Yes,Yes,Private commercial banks,2018.0,1.0,No,,,,,,,1.0,Refusal (spontaneous),No,No,Interest rates were not favorable,,Yes,No,No effect,,Major obstacle,Yes, Reduce the time spent in financial transactions,No,,No,,Yes,40.0,No,,,,Tend to disagree,2,Yes,1.0,No,Yes,1.0,Yes,80.0,No payments or gifts are paid,,Yes,60.0,Yes,3.0,No,,No,,,Yes,3.0,No,No,,Increase,Increase,No obstacle,No obstacle,No obstacle,Major obstacle,Major obstacle,No obstacle,16,39,,,,,,,,4.0,20,8.0,3.0,100.0,,Yes,,,,,No obstacle,No obstacle,Practices of competitors in the informal sector,15072000.0,,246000.0,,,,,20,8,2018,11,13,8,,5,Female,Administrator,5.0,Female,,,,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,Cr0024,No,Yes,Over 250.000 to 1 million,4520,Uasin Gishu,Medium (20-99),Other Services,Fresh,1.0253371,1.3520817,1.7805034,129
629252,2230,Other Services,Large,Uasin Gishu,Construction Section F: ,Other services,Uasin Gishu,Large,28,6,2018,10,56,Kenya,Nb1090,English,Establishment,No,,,,,,2017,6,30,Limited partnership,,50,100,0,0,0,Yes,50.0,100,0,2006,30,Yes,2006,10,No,No,,Yes,Yes,Yes,2.0,No,Yes,3.0,4.0,0.0,,5000.0,Yes,30.0,Yes,2.0,No,,,,Yes,Moderate obstacle,Construction of,Construction Of Roads,100,30000000.0,Thirty Million,30000000.0,100,0,0,,,,No losses,No losses,100,0,,,,Minor obstacle,Moderate obstacle,We fixed it and took action to make sure it did not happen again,Yes,1-2 production performance indicators,Yes,Combination of short term and long term production targets,Possible to achieve with some effort,Most managers and some production workers,Yes,Their own performance as measured by targets,Based solely on performance and ability,After 6 months of identifying non-manager under-performance,,,,Yes,Major obstacle,Yes,No,Not New In Market,Nothing New For The Market,No,,,Yes,5000.0,No,No,No,No,No,No,No,Process is expensive,No,No,No,No,Yes,Yes,Useful,Interaction with suppliers,Major obstacle,Major obstacle,No obstacle,,,,,,,,0,0,Yes,14.0,No,,,,Major obstacle,Yes,10.0,,Yes,2.0,,Major obstacle,0,100,0,0,0,,,Yes,15000000.0,0.0,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,,,,Yes,Yes,Yes,Private commercial banks,2018.0,20000000.0,Yes,Yes,No,No,No,No,3000000.0,Don't know (spontaneous),,Don't know (spontaneous),Don't know (spontaneous),,,No,No,No effect,,Major obstacle,No,,,,,,,,,,,Fees are too high,Strongly agree,20,Yes,1.0,No,Yes,1.0,Yes,30.0,Don't know (spontaneous),,Yes,Don't know (spontaneous),Yes,1.0,No,,No,,,Yes,14.0,No,Yes,In line with my expectation,Increase,Increase,Minor obstacle,Major obstacle,Major obstacle,Major obstacle,Major obstacle,No obstacle,50,20,,,,,,,,6.0,60,3.0,10.0,16.0,,Yes,,,,,No obstacle,Moderate obstacle,Political instability,10000000.0,,100000.0,,,,,28,6,2018,11,56,2,,10,Male,,,,,,,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,Cr0024,No,Yes,Over 250.000 to 1 million,4520,Uasin Gishu,Large (100+),Other Services,Fresh,1.0,1.0703437,1.364432,132
629253,2231,Food,Small,Uasin Gishu,Garments,Manufacturing,Uasin Gishu,Small,15,9,2018,13,2,Kenya,Nb1356,English,Establishment,No,,,,,,2017,12,31,Sole proprietorship,,100,100,0,0,0,No,,100,0,2010,1,Yes,2010,8,No,No,,Yes,No,No,,,Yes,3.0,2.0,0.0,10.0,,No,,No,,,Does not apply,,,No,Minor obstacle,Manufacturing of ,Official Attire/Garments,60,800000.0,Eight Hundred Thousand,600000.0,100,0,0,,,,No losses,No losses,100,0,,,,No obstacle,No obstacle,"We fixed it and took action to make sure that it did not happen again, and had a continuous improvement process to anticipate problems like these in advance",Yes,1-2 production performance indicators,Yes,Combination of short term and long term production targets,Possible to achieve with normal amount of effort,All managers and most production workers,No,,Don't know (spontaneous),Within 6 months of identifying non-manager under-performance,Local â main product sold mostly in same municipality where establishment is located,10.0,No,Yes,Moderate obstacle,No,,,,No,,,No,,,,,No,No,No,No,Did not have a product to patent,No,No,No,No,No,No,,Interactions with customers,No obstacle,Minor obstacle,No obstacle,100.0,56.0,No,No,Don't know (spontaneous),No,Yes,0,0,No,,,,,,No obstacle,Yes,1.0,,No,,,No obstacle,30,0,0,0,70,,0.0,Yes,25000.0,0.0,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,No,,,Yes,No,No,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,No,No,No effect,,Major obstacle,Yes,Reduce the risks in financial transactions,No,,No,,Yes,80.0,Yes,60.0,No,,Tend to agree,5,No,,,No,,No,,No payments or gifts are paid,,No,,Don't know (spontaneous),,No,,No,,,Yes,3.0,No,Yes,Above my expectation,Does not apply,Increase,Very severe obstacle,No obstacle,No obstacle,Moderate obstacle,No obstacle,No obstacle,3,6,2.0,1.0,2.0,0.0,0.0,0.0,0.0,,3,3.0,3.0,100.0,,No,,,,,No obstacle,No obstacle,Access to finance,300000.0,100000.0,20000.0,,420000.0,150000.0,2000000.0,15,9,2018,13,36,1,,8,Male,,,,,,,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,Cr0024,No,Yes,Over 250.000 to 1 million,1810,Uasin Gishu,Small (5-19),Food,Fresh,2.2344663,2.6081064,4.4081364,121
629254,2234,Retail,Medium,Uasin Gishu,Retail,Retail services,Uasin Gishu,Medium,21,9,2018,15,2,Kenya,Nb1090,English,Establishment,Yes,5.0,Yes,Yes,Yes,,2017,12,31,Partnership,,40,100,0,0,0,Yes,20.0,100,0,1996,5,Yes,1996,15,No,No,,Yes,Yes,No,,,Yes,2.0,6.0,0.0,,600000.0,Yes,80.0,No,,,,,,Yes,Moderate obstacle,Retail trade of ,Automotive Fuel,80,700000000.0,Seven Hundred Million,600000000.0,100,0,0,,,,3,No losses,100,0,,,,No obstacle,Major obstacle,"We fixed it and took action to make sure that it did not happen again, and had a continuous improvement process to anticipate problems like these in advance",No,,No,,,,Yes,Their team or shift performance as measured by targets,"Based partly on performance and ability, and partly on other factors (for example, tenure or family connections)",After 6 months of identifying non-manager under-performance,,,,Yes,Moderate obstacle,Yes,Yes,Introduced Fuel Pump  To The Sacco And Thus Making  Profit For Them Because  We Sell At A Lower Price,It Was Not Their  When  We Started,No,,,No,,No,No,Yes,No,No,Yes,No,Did not have a product to patent,Yes,Don't know (spontaneous),Yes,Yes,Yes,No,,Business associations,No obstacle,Moderate obstacle,No obstacle,,,,,,,,0,0,Yes,30.0,Yes,500.0,Square Feet,,Moderate obstacle,Yes,,1000000.0,No,,,No obstacle,70,25,0,5,0,,,Yes,4000000.0,0.0,0.0,,0.0,,60.0,,0.0,,40.0,,0.0,,,,,Yes,Yes,Yes,Private commercial banks,2017.0,1.0,Yes,Yes,No,No,No,No,70000000.0,2.0,18000000.0,No,No,No need for a loan - establishment had sufficient capital,,Yes,Yes,No effect,,Moderate obstacle,Yes,Reduce costs of financial transactions,No,,No,,No,,Yes,40.0,No,,Tend to agree,20,Yes,5.0,No,No,,Yes,No payments,No payments or gifts are paid,,No,,No,,No,,No,,,Yes,3.0,No,No,,Increase,Increase,Very severe obstacle,No obstacle,No obstacle,Major obstacle,Major obstacle,No obstacle,48,26,,,,,,,,12.0,No full-time seasonal or temporary workers,,,98.0,,Yes,,,,,No obstacle,Major obstacle,Corruption,5000000.0,,4000000.0,500000000.0,,,,21,9,2018,16,1,2,,14,Male,,,,,,,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,Cr0024,No,Yes,Over 250.000 to 1 million,5050,Uasin Gishu,Medium and Large (20+),Retail,Fresh,1.1696821,1.7907658,3.0815918,136
629255,2238,Tourism,Medium,Uasin Gishu,Hotel and restaurants: section H,Other services,Uasin Gishu,Small,20,6,2018,10,12,Kenya,Nb1090,English,Establishment,Yes,4.0,Yes,Yes,Yes,,2017,12,30,Sole proprietorship,,100,100,0,0,0,No,,100,0,2013,7,Yes,2013,5,No,No,,Yes,No,No,,,Yes,5.0,3.0,0.0,10.0,,Yes,0.0,No,,,,,,No,No obstacle,Hotel or restaurant,Sale Of Cooked Food,80,1300000.0,One Million And Three Hundred  Thousands,1600000.0,100,0,0,,,,No losses,No losses,100,0,,,,No obstacle,No obstacle,"We fixed it and took action to make sure that it did not happen again, and had a continuous improvement process to anticipate problems like these in advance",Yes,1-2 production performance indicators,No,,,,Don't know (spontaneous),,Based solely on performance and ability,Rarely or never,,,,Yes,No obstacle,No,,,,No,,,No,,,,,No,No,No,No,Don't know (spontaneous),No,No,No,No,Yes,No,,Interactions with customers,Major obstacle,No obstacle,No obstacle,,,,,,,,0,0,No,,,,,,No obstacle,No,,,No,,,No obstacle,100,0,0,0,0,,,Yes,0.0,100000.0,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,Yes,Yes,No,,,,,,,,,,,,,No,No,Other,,No,No,No effect,,Moderate obstacle,Yes,Satisfy customers' request,No,,No,,Yes,100.0,Yes,15.0,No,,Tend to disagree,50,Yes,1.0,No,Yes,1.0,Yes,Don't know (spontaneous),Don't know (spontaneous),,No,,No,,No,,No,,,No,,,No,,Increase,Increase,Moderate obstacle,Moderate obstacle,No obstacle,Moderate obstacle,Minor obstacle,No obstacle,6,Don't know (spontaneous),,,,,,,,3.0,8,Don't know (spontaneous),8.0,,6.0,No,,,,,No obstacle,No obstacle,Tax rates,960000.0,,384000.0,,,,,20,6,2018,13,0,1,,5,Male,Top Manager And Accountant,5.0,Female,,,,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,Cr0024,No,Yes,Over 250.000 to 1 million,5520,Uasin Gishu,Medium (20-99),Tourism,Fresh,1.8181581,2.2229767,1.7723231,128
629256,2241,Other Services,Medium,Uasin Gishu,Construction Section F: ,Other services,Uasin Gishu,Small,25,6,2018,14,41,Kenya,Nb1090,English,Establishment,No,,,,,,2017,12,31,Limited partnership,,50,100,0,0,0,No,,70,0,2014,4,Yes,2014,16,No,No,,Yes,Yes,No,,,Yes,2.0,3.0,30.0,2.0,,Yes,50.0,No,,,,,,No,Major obstacle,Construction of,Construction Of Roads And Dams,60,6000000.0,Six Million,3800000.0,100,0,0,,,,No internal shipments made (does not apply),,100,0,,,,Moderate obstacle,Minor obstacle,"We fixed it and took action to make sure that it did not happen again, and had a continuous improvement process to anticipate problems like these in advance",Yes,3-9 production performance indicators,Yes,Combination of short term and long term production targets,Possible to achieve with more than normal effort,All managers and most production workers,Yes,Their team or shift performance as measured by targets,Based solely on performance and ability,Rarely or never,,,,Yes,Major obstacle,Yes,Yes,Improved Machines For Water Drilling,The Previous Machines Were Not Improved And Thus Required More Manpower Compared To The New Machines.,Yes,New Digital Machines,The Old One Required More Manpower,Yes,150000.0,No,Yes,No,No,No,No,No,Did not have a product to patent,No,No,No,No,Yes,Yes,Useful,Internet,Major obstacle,Major obstacle,Minor obstacle,,,,,,,,0,0,No,,,,,,Major obstacle,Yes,2.0,,Yes,6.0,,Major obstacle,60,30,0,10,0,,,Yes,0.0,1500000.0,60.0,,0.0,,30.0,,0.0,,10.0,,0.0,,,,,Yes,No,No,,,,,,,,,,,,,No,No,Collateral requirements were too high,,Yes,Yes,No effect,,Major obstacle,Yes,Reduce costs of financial transactions,Yes,40.0,Yes,20.0,Yes,100.0,No,,,,Strongly agree,10,No,,,No,,Yes,30.0,70.0,,Yes,70.0,Yes,3.0,No,,No,,,Yes,21.0,No,Yes,Above my expectation,Increase,Increase,Major obstacle,Moderate obstacle,Minor obstacle,Very severe obstacle,Very severe obstacle,Major obstacle,6,4,,,,,,,,2.0,15,3.0,3.0,100.0,,Yes,,,,,Moderate obstacle,Minor obstacle,Access to finance,10000000.0,,300000.0,,,,,25,6,2018,15,13,1,,4,Male,,,,,,,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,Cr0024,No,Yes,Over 250.000 to 1 million,4520,Uasin Gishu,Medium (20-99),Other Services,Fresh,1.0253371,1.3520817,1.7805034,129
629257,2245,Retail,Medium,Uasin Gishu,Services of motor vehicles,Other services,Uasin Gishu,Medium,11,9,2018,10,1,Kenya,Nb1356,English,Establishment,Yes,6.0,No,,,Yes,2017,12,31,Sole proprietorship,,100,100,0,0,0,No,,100,0,1989,Don't know (spontaneous),Yes,1989,Don't know (spontaneous),No,No,,Yes,No,No,,,Yes,5.0,5.0,0.0,6.0,,Yes,100.0,No,,,,,,Yes,Major obstacle,Retail trade of ,Automotive Fuel,100,36000000.0,Thirty Six Million,Don't know (spontaneous),100,0,0,,,,No losses,5.0,100,0,,,,Minor obstacle,Minor obstacle,"We fixed it and took action to make sure that it did not happen again, and had a continuous improvement process to anticipate problems like these in advance",Yes,1-2 production performance indicators,Yes,Combination of short term and long term production targets,Possible to achieve with more than normal effort,All managers and most production workers,No,,Don't know (spontaneous),Rarely or never,,,,No,No obstacle,No,,,,No,,,No,,,,,No,No,Yes,Yes,Did not have a product to patent,No,No,No,No,Yes,No,,Interactions with customers,Major obstacle,No obstacle,No obstacle,,,,,,,,100,100,Yes,21.0,No,,,,No obstacle,Yes,,1200000.0,No,,,Minor obstacle,100,0,0,0,0,,,Yes,0.0,30000000.0,,30000000.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,Yes,Yes,No,,,,,,,,,,,,,No,No,Application procedures were complex,,Yes,Don't know (spontaneous),No effect,,No obstacle,Yes,Reduce costs of financial transactions,No,,No,,No,,Yes,90.0,No,,Tend to disagree,20,Yes,1.0,Yes,Yes,1.0,No,,No payments or gifts are paid,,No,,Don't know (spontaneous),,No,,Yes,Don't know (spontaneous),No,Yes,3.0,No,No,,Increase,Increase,No obstacle,Minor obstacle,No obstacle,Major obstacle,No obstacle,No obstacle,20,20,,,,,,,,8.0,10,0.0,3.0,100.0,,Yes,,,,,Minor obstacle,Minor obstacle,Electricity,8400000.0,,3000000.0,,,,,11,9,2018,11,27,4,,3,Male,,,,,,,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,Cr0024,No,Yes,Over 250.000 to 1 million,5050,Uasin Gishu,Medium and Large (20+),Retail,Fresh,1.1696821,1.7907658,3.0815918,136
629258,2249,Tourism,Medium,Uasin Gishu,Hotel and restaurants: section H,Other services,Uasin Gishu,Medium,23,8,2018,10,56,Kenya,Nb1356,English,Establishment,No,,,,,,2017,12,31,Limited partnership,,50,100,0,0,0,Yes,50.0,100,0,2010,Don't know (spontaneous),No,Don't know (spontaneous),8,Yes,No,,Yes,No,No,,,Yes,3.0,3.0,0.0,4.0,,Yes,100.0,No,,,,,,Yes,Moderate obstacle,Hotel or restaurant,Offers Accomodation,60,1500000.0,One Million And Five Hundred Thousand,1200000.0,100,0,0,,,,No internal shipments made (does not apply),,100,0,,,,No obstacle,Very severe obstacle,"We fixed it and took action to make sure that it did not happen again, and had a continuous improvement process to anticipate problems like these in advance",Yes,1-2 production performance indicators,Yes,Combination of short term and long term production targets,Possible to achieve with some effort,All managers and most production workers,Yes,Their own performance as measured by targets,Based solely on performance and ability,Rarely or never,,,,Yes,Major obstacle,Yes,No,They Bought Digital Television,They Were Using Manual Televisions Before,No,,,No,,No,No,No,No,No,Yes,Yes,Did not have a product to patent,No,No,No,No,Yes,No,,Consultancy firms or individual consultants,Major obstacle,Major obstacle,Moderate obstacle,,,,,,,,100,100,No,,,,,,No obstacle,Yes,,231000.0,No,,,No obstacle,100,0,0,0,0,,,Yes,0.0,400000.0,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,Yes,No,No,,,,,,,,,,,,,No,No,Other,,Yes,No,Negatively affected,Use of retained earnings or internal finance,Minor obstacle,Yes,Satisfy customers' request,No,,No,,No,,Yes,40.0,No,,Does not apply,5,No,,,Yes,1.0,Yes,No payments,No payments or gifts are paid,,Yes,2.0,No,,No,,No,,,Yes,60.0,No,No,,Remain the same,Increase,No obstacle,No obstacle,Does not apply,Major obstacle,Minor obstacle,No obstacle,23,22,,,,,,,,10.0,2,1.0,3.0,100.0,,No,,,,,No obstacle,No obstacle,Practices of competitors in the informal sector,360000.0,,600000.0,,,,,23,8,2018,11,51,6,,1,Male,,,,,,,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,Cr0024,No,Yes,Over 250.000 to 1 million,5510,Uasin Gishu,Medium (20-99),Tourism,Fresh,1.8181581,2.2229767,1.7723231,128
629259,2257,Textiles and Garments,Small,Uasin Gishu,Garments,Manufacturing,Uasin Gishu,Small,18,7,2018,7,38,Kenya,Nb1090,English,Establishment,No,,,,,,2018,6,30,Limited partnership,,50,100,0,0,0,Yes,50.0,100,0,2010,3,No,2017,15,No,No,,No,No,No,,,Yes,4.0,7.0,10.0,40.0,,No,,No,,,No,,,No,Minor obstacle,Manufacturing of ,General Garments,100,500000.0,Five Hundred Thousands,300000.0,100,0,0,,,,No internal shipments made (does not apply),,100,0,,,,Moderate obstacle,No obstacle,"We fixed it and took action to make sure that it did not happen again, and had a continuous improvement process to anticipate problems like these in advance",No,,No,,,,No,,"Based partly on performance and ability, and partly on other factors (for example, tenure or family connections)",After 6 months of identifying non-manager under-performance,Local â main product sold mostly in same municipality where establishment is located,Too many to count,No,Yes,Major obstacle,No,,,,No,,,No,,,,,No,No,No,No,Don't know (spontaneous),No,No,No,No,No,No,,None of them (spontaneous),Moderate obstacle,Major obstacle,No obstacle,80.0,48.0,No,Yes,No,Yes,Yes,0,0,No,,,,,,No obstacle,No,,,No,,,No obstacle,100,0,0,0,0,,,Yes,50000.0,0.0,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,No,,,Yes,No,No,,,,,,,,,,,,,No,No,Other,,No,No,No effect,,Very severe obstacle,No,,,,,,,,,,,Don't know (spontaneous),Tend to agree,10,Yes,2.0,Yes,Yes,2.0,Yes,No payments,Don't know (spontaneous),,Yes,10.0,No,,No,,No,,,Yes,3.0,No,No,,Remain the same,Remain the same,Moderate obstacle,Moderate obstacle,Minor obstacle,Minor obstacle,Moderate obstacle,No obstacle,12,1,11.0,1.0,0.0,11.0,0.0,9.0,0.0,,12,8.0,Less than one month,100.0,,No,,,,,No obstacle,No obstacle,Political instability,200000.0,50000.0,90000.0,,250000.0,50000.0,20000000.0,18,7,2018,8,34,1,,5,Male,,,,,,,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,Cr0024,No,Yes,Over 250.000 to 1 million,1810,Uasin Gishu,Small (5-19),Textiles and Garments,Fresh,1.0696051,1.4315684,2.5865836,122
