idstd,id,a0,a1,a1a,a2,a3a,a3b,a3c,a3,a4b,a5,a6a,a6b,a7,a7a,a8,a9,a10,a11,a12,a13,a14d,a14m,a14y,a14h,a14min,ngb1,b1,b1x,b3,b2a,b2b,b2c,b2d,b4,b4a,b5,b6,b6a,b6b,b7,b7a,ngb7,ngb8,b8,b8x,c3,c4,c5,c6,c7,c8a,c8b,c9a,c9b,c10,c11,c12,c13,c14,c15,c16,c17,c22a,c22b,c30a,c30b,d1a1x,d1a2,d1a3,ngd1a4,d3a,d3b,d3c,d4,d6,d7,d8,ngd9,d10,d11,d12a,d12b,d13,d14,d16,d17,d30a,d30b,e1,e2b,nge2,nge4,nge5,nge6,nge7,nge8,nge9,e6,e11,e30,h1,h2,h3,h4a,h4b,h5,h6,h7,h8,f1,ngf1,ngf1a,ngf1b,f2,ngf2,ngf3,g6a,g6b,g6c,g1a,g1b,g1c,g2,g3,g4,g5a,g5b,g5bx,g30a,i1,i2a,i2b,i3,i4a,i4b,i30,k1c,k2c,k3a,k3bc,k3e,k3f,k3hd,k3hdx,k4,n5a,n5b,k5a,k5i,k5bc,k5e,k5f,k5hdj,k5hdJx,k6,k7,ngk_7a,k8,k9,k9a,k9ax,k10,k11,k13,k14a,k14b,k14c,k14d,k14e,k15a,k15b,k15c,k15d,k16,k17,k20a,k21,ngk_21a,ngK_21b,ngk_21bx,k30,h7a,j2,j3,j4,j5,ngj5,j6a,j6,j7a,j7b,ngj8,j10,j11,j12,j13,j14,j15,j30a,j30b,j30c,j30e,j30f,h30,l1,l2,l3a,l3b,l4a,l4b,ngl_4a,l5a,l5b,l5,l6,l6a,l8,l9a,l9a2,l9b,l10,l11a,l11b,ngl13,ngl14,ngl15a,ngl15b,ngl15c,ngl15d,ngl15e,ngl16,ngl17,ngl18,ngl19,ngl19x,ngl20,ngl21,ngl22,ngl22x,ngl23,ngl24,ngl25,ngl25b,ngl26,ngl27,ngl28,ngl29a,ngl29b,ngl30,ngl31,ngl32,ngl33,ngl33x,ngl34,ngl34x,ngl35,ngl36a,ngl36,ngl37,ngl38,l30a,nl30a,nl30b,l30b,m1a,m1d,ngn8a,ngn8b,ngn8c,ngn8d,ngn8e,ngn8f,ngn8g,ngm2,nn2g,nn2h,nn2,n6a,n6b,n7a,n7b,a15a2a,a15a3,a15a2b,a15b3,a15a2c,a15c3,a15d,a15m,a15y,a15h,a15min,a16,a17,a18,a19h,a19m,wstrict,wmedian,wweak,d2,d2x,n3,n2a,n2e,n2f,n2b,n2ra,n2rb,n2i,n2j,a4a,panel,strata
587476,1513114,3,1,1,8,8,2,1,2,50,1,1,1,1,90.0,3,1,1,-7,6,12.0,1.0,8,2014,11.0,17.0,1,1,,-9.0,-9,-9,-9,-9,-9.0,,-9.0,-9.0,-9.0,-9.0,-9.0,2.0,-9.0,2.0,-9.0,,2.0,,,1.0,-9.0,,,30.0,,1.0,60.0,2.0,,,,,,2.0,1.0,3.0,2.0,sales of fuel,5050,50.0,,100.0,0.0,0.0,,,,,,10.0,10.0,,,,,,,2.0,2.0,,,1.0,2.0,1.0,1.0,-9.0,Does not apply,5.0,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,-9.0,-9.0,,,105.0,1.0,100.0,0.0,0.0,100.0,0.0,0.0,2.0,,,,,,2.0,1.0,2.0,,2.0,,,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,None,2.0,,,0.0,0.0,0.0,0.0,0.0,,Friends and associates,1.0,,2.0,2.0,,,,,,,,,,,,,,,2.0,2.0,1.0,,1.0,2.0,,,1.0,-7.0,-9.0,2.0,,,2.0,,-9.0,-8.0,,-8.0,2.0,,,2.0,,,2.0,2.0,2.0,3.0,3.0,1.0,-9.0,-9.0,,,,,,,,-9.0,-9.0,,,,,-9.0,1.0,,,-9.0,-9.0,1.0,-9.0,-9.0,-9.0,1.0,2.0,,2.0,,,,2.0,,,,1.0,3.0,,7.0,1.0,1.0,1.0,1.0,5.0,-9.0,-9.0,,,,,,1.0,1.0,3.0,1.0,2.0,,,2.0,11.0,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,4.0,1.0,,,,,1.0,8,2014,11.0,41.0,2.0,2.0,1,,,83.63398,83.66527,132.95856,5000000.0,five million,-9.0,-9.0,,,-9.0,,,,,9,0.0,238.0
587477,1513166,2,1,1,8,8,2,2,2,50,2,2,2,2,,-7,-7,-7,-7,5,6.0,18.0,2,2015,17.0,5.0,3,3,,,100,0,0,0,2.0,,2004.0,20.0,1.0,2004.0,11.0,2.0,7.0,3.0,2.0,,2.0,,,1.0,10.0,2.0,5.0,0.0,,1.0,50.0,2.0,,,,,,1.0,1.0,2.0,0.0,car dealer,5010,100.0,,100.0,0.0,0.0,,,,,,0.0,0.0,,,,,,18.0,1.0,0.0,,,2.0,2.0,3.0,3.0,12.0,lagos,5.0,,2.0,0.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,80.0,70.0,,,50.0,2.0,100.0,0.0,0.0,100.0,0.0,0.0,2.0,,,-9.0,,,0.0,2.0,,,2.0,,,1.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,,2.0,,,,,,,,,,1.0,,2.0,2.0,,,,,,,,,,,,,,,1.0,2.0,7.0,,2.0,2.0,,,1.0,4.0,0.0,2.0,,,2.0,,-8.0,0.0,,-9.0,2.0,,,2.0,,,1.0,1.0,1.0,3.0,4.0,1.0,25.0,25.0,,,,,,,,5.0,0.0,,,,,100.0,2.0,,,0.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,,2.0,,,,2.0,,,,2.0,,,,-7.0,-7.0,2.0,2.0,2.0,2.0,100.0,,,,,100.0,2.0,,2.0,3.0,2.0,,,0.0,4.0,2,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,,,,,,,,11.0,1.0,,,,,18.0,2,2015,18.0,38.0,1.0,1.0,1,,,4.6486554,4.6242027,8.538539,50000000.0,fifty million,-9.0,-9.0,,,-9.0,,,-9.0,,13,0.0,258.0
587478,1513173,1,1,1,4,4,2,2,2,15,1,1,1,2,,-7,-7,-7,-7,1,7.0,7.0,1,2015,11.0,9.0,3,3,,,100,0,0,0,2.0,,2008.0,15.0,1.0,2008.0,8.0,2.0,8.0,3.0,2.0,,2.0,,,2.0,,,,,,1.0,100.0,1.0,15.0,2.0,2.0,,,1.0,1.0,1.0,1.0,manufacturing of palm oil,1514,100.0,2.0,100.0,0.0,0.0,,,,,,-7.0,,100.0,0.0,,,5.0,,2.0,2.0,2.0,-4.0,3.0,2.0,3.0,3.0,8.0,kano,5.0,2.0,-9.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,100.0,,,100.0,95.0,,1.0,100.0,0.0,0.0,100.0,0.0,0.0,2.0,,,,,,0.0,1.0,5.0,,2.0,,,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0,2.0,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,2.0,2.0,2.0,,2.0,2.0,,,0.0,3.0,40.0,1.0,1.0,2.0,2.0,2.0,,0.0,,5.0,2.0,,,1.0,30.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,18.0,18.0,18.0,0.0,18.0,0.0,4.0,6.0,0.0,,0.0,,,6.0,6.0,5.0,2.0,,,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,,,2.0,,,,2.0,,,,4.0,4.0,2.0,2.0,1.0,2.0,,,,,,,2.0,,3.0,-7.0,0.0,,,0.0,-7.0,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,20000.0,20000000.0,8.0,1.0,,,,,,12,2014,0.0,0.0,13639968000.0,43322.614,1,,,1.5828196,1.5906862,2.1543586,650000.0,six hundred and fifty thousand,2.0,200000.0,250000.0,80000.0,0.0,20000.0,20000.0,,10000.0,2,0.0,89.0
587479,1513272,1,1,1,1,1,2,1,3,20,3,1,2,2,,-7,-7,-7,-7,20,21.0,21.0,7,2014,11.0,56.0,3,3,,100.0,100,0,0,0,2.0,,1981.0,49.0,2.0,1992.0,33.0,2.0,7.0,1.0,1.0,paternership marketing and share holder at Europ,1.0,-9.0,2.0,1.0,84.0,3.0,5.0,30.0,,1.0,8.0,2.0,,,2.0,,,1.0,2.0,4.0,1.0,Processing of Wood (Parquet),2010,100.0,1.0,80.0,0.0,20.0,30.0,0.0,0.0,1981.0,2.0,0.0,0.0,-9.0,-9.0,1.0,4.0,3.0,,3.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,4.0,Lagos and kogi,5.0,1.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,,,8.0,58.0,,-9.0,100.0,0.0,0.0,100.0,0.0,0.0,2.0,,,,,,0.0,1.0,,24.0,2.0,,,1.0,5.0,50.0,100.0,0.0,0.0,0.0,0.0,None,2.0,,,0.0,0.0,0.0,0.0,0.0,,Savings,1.0,-9.0,,2.0,,,,,,,,,,,,,,,2.0,2.0,3.0,,2.0,2.0,,,2.0,3.0,0.0,1.0,-9.0,,2.0,2.0,,30.0,,-9.0,2.0,,,2.0,,,2.0,2.0,0.0,0.0,1.0,0.0,29.0,29.0,26.0,-9.0,21.0,5.0,4.0,5.0,-9.0,,5.0,2.0,-9.0,12.0,6.0,10.0,1.0,0.0,-9.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,,,1.0,1.0,,-9.0,1.0,1.0,,-9.0,4.0,4.0,2.0,2.0,1.0,2.0,-9.0,,,,,,1.0,-7.0,-7.0,-7.0,1.0,,,1.0,8.0,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,,,,-9.0,-9.0,-9.0,0.0,33.0,1.0,,,,,21.0,7,2014,13.0,8.0,2.0,1.0,1,,,1.0,1.0,1.3298738,10000000.0,Ten million,300000000.0,-9.0,-9.0,-9.0,3000000.0,-9.0,0.0,,-9.0,3,0.0,18.0
587480,1513304,1,1,1,1,1,1,2,2,36,1,1,1,2,,-7,-7,-7,-7,2,5.0,13.0,1,2015,13.0,38.0,-9,3,,,100,0,0,0,2.0,,1996.0,3.0,1.0,1996.0,-9.0,2.0,4.0,1.0,2.0,,2.0,,,1.0,20.0,15.0,15.0,0.0,,2.0,,2.0,,,-7.0,,,2.0,2.0,0.0,-7.0,Household furnitures manufacturing,3610,100.0,2.0,100.0,0.0,0.0,,,,,,-7.0,,100.0,0.0,,,14.0,,0.0,-7.0,1.0,-4.0,3.0,2.0,3.0,3.0,-9.0,Umuahia,5.0,2.0,-9.0,3.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,100.0,,,100.0,54.0,,2.0,0.0,100.0,0.0,0.0,100.0,0.0,2.0,,,,,,0.0,1.0,-9.0,,2.0,,,1.0,20.0,0.0,100.0,0.0,0.0,0.0,0.0,None,2.0,,,,,,,,,,2.0,2.0,,2.0,,,,,,,,,,,,,,,2.0,2.0,1.0,,2.0,2.0,,,2.0,4.0,0.0,2.0,,,2.0,2.0,,-9.0,,-9.0,2.0,,,2.0,,,2.0,-9.0,2.0,1.0,-7.0,-7.0,5.0,5.0,5.0,0.0,5.0,0.0,7.0,0.0,0.0,,0.0,,,12.0,-7.0,40.0,2.0,,,0.0,0.0,1.0,-9.0,-9.0,-9.0,1.0,2.0,,2.0,,,,2.0,,,,2.0,,,,-7.0,-7.0,2.0,2.0,5.0,4.0,,,,,,,2.0,,-7.0,-7.0,0.0,,,-7.0,12.0,1,2.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,,,,,,-9.0,-9.0,5.0,1.0,,,,,,12,2014,0.0,0.0,13640486400.0,53018.698,1,,,7.6716294,7.642522,11.044866,2800000.0,Two million eight hundred thousand,3400000.0,280000.0,2200000.0,0.0,6000.0,-9.0,18000.0,,-9.0,3,0.0,3.0
587481,1513307,1,1,1,4,4,2,2,3,28,1,2,2,1,-7.0,-7,-7,-7,-7,5,7.0,21.0,8,2014,10.0,36.0,3,3,,,100,0,0,0,2.0,,1975.0,6.0,2.0,1975.0,20.0,2.0,7.0,2.0,2.0,,2.0,,,1.0,45.0,52.0,40.0,50.0,,1.0,100.0,2.0,,,-7.0,,,1.0,2.0,4.0,1.0,Welding abd fabrication of metal work,2891,100.0,2.0,100.0,0.0,0.0,,,,-9.0,,0.0,0.0,100.0,0.0,,,30.0,,2.0,0.0,2.0,-4.0,3.0,2.0,4.0,3.0,16.0,Cross River,5.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,90.0,,,80.0,66.0,,1.0,100.0,0.0,0.0,0.0,100.0,0.0,1.0,14.0,2.0,,,,0.0,1.0,7.0,,2.0,,,0.0,50.0,35.0,60.0,0.0,0.0,40.0,0.0,None,1.0,310000.0,0.0,60.0,10.0,0.0,0.0,30.0,0.0,None,2.0,2.0,,2.0,,,,,,,,,,,,,,,2.0,1.0,,-9.0,2.0,2.0,,,2.0,3.0,10.0,1.0,2.0,2.0,2.0,2.0,,2.0,,4.0,2.0,,,2.0,,,2.0,2.0,1.0,1.0,1.0,1.0,20.0,8.0,10.0,10.0,10.0,0.0,6.0,0.0,0.0,0.0,25.0,14.0,-9.0,12.0,-7.0,100.0,1.0,100.0,100.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,,,,1.0,1.0,,2.0,1.0,1.0,,3.0,-7.0,1.0,1.0,1.0,1.0,1.0,-9.0,5.0,,,,,1.0,1.0,2.0,2.0,1.0,,,1.0,8.0,2,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,,,,5000000.0,-9.0,3800000.0,7160000.0,25.0,1.0,,,,,21.0,8,2014,11.0,50.0,1.0,1.0,1,,,1.0,1.0,1.0,5000000.0,Five million,-9.0,1212000.0,-9.0,3505600.0,450000.0,180000.0,80000.0,,-9.0,1,0.0,103.0
587482,1513318,1,1,1,1,1,2,1,2,18,1,1,2,2,,-7,-7,-7,-7,8,20.0,24.0,7,2014,15.0,11.0,2,3,,,100,0,0,0,2.0,,1976.0,30.0,1.0,1975.0,38.0,2.0,2.0,1.0,2.0,,2.0,,,-9.0,,,,,,1.0,100.0,2.0,,,-7.0,,,2.0,2.0,4.0,2.0,industrial kits; military and para-military wears,1810,100.0,2.0,100.0,0.0,0.0,,,,-9.0,,-7.0,,50.0,50.0,2.0,,-9.0,,4.0,3.0,2.0,-4.0,3.0,2.0,4.0,3.0,15.0,abia,5.0,2.0,1.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,1.0,100.0,,,100.0,60.0,,1.0,0.0,100.0,0.0,0.0,100.0,0.0,2.0,,,,,,1.0,1.0,5.0,,2.0,,,2.0,50.0,50.0,50.0,0.0,0.0,50.0,0.0,None,1.0,60000.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,None,1.0,-9.0,,2.0,,,,,,,,,,,,,,,2.0,2.0,2.0,,1.0,2.0,,,2.0,3.0,0.0,1.0,-9.0,,2.0,1.0,0.0,-8.0,,-9.0,2.0,,,1.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,38.0,-9.0,30.0,8.0,30.0,0.0,3.0,5.0,3.0,0.0,0.0,,,-9.0,-9.0,-9.0,2.0,,,10.0,23.0,1.0,2.0,2.0,2.0,1.0,1.0,-9.0,2.0,,,,1.0,3.0,,-9.0,1.0,3.0,,-9.0,-7.0,4.0,2.0,2.0,1.0,2.0,-9.0,,,,,,1.0,2.0,3.0,-7.0,2.0,,,3.0,8.0,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,20000000.0,37500000.0,-9.0,-9.0,38.0,1.0,,,,,24.0,7,2014,15.0,58.0,1.0,2.0,1,,,7.278872,7.2512546,11.3783045,12000000.0,twelve million,34000000.0,1000000.0,1000000.0,1000000.0,-9.0,60000.0,150000.0,,-9.0,4,0.0,4.0
587483,1513468,3,1,1,9,9,2,2,2,55,1,2,2,2,,-7,-7,-7,-7,33,1.0,4.0,11,2014,,,3,3,,,0,0,0,100,-9.0,,1987.0,25.0,1.0,1987.0,5.0,2.0,10.0,3.0,-9.0,,2.0,,,1.0,-9.0,,,5.0,,1.0,60.0,2.0,,,,,,1.0,1.0,4.0,2.0,lodging,5510,70.0,,100.0,0.0,0.0,,,,,,0.0,0.0,,,,,,,3.0,0.0,,,3.0,2.0,-9.0,-9.0,-9.0,oyo,5.0,,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,100.0,85.0,,,24.0,1.0,100.0,0.0,0.0,100.0,0.0,0.0,1.0,14.0,2.0,,,,1.0,1.0,1.0,,1.0,1.0,,2.0,5.0,0.0,100.0,0.0,0.0,0.0,0.0,0,-7.0,,,70.0,0.0,30.0,0.0,0.0,0.0,0,1.0,,2.0,-9.0,,,,,,,,,,,,,,,-9.0,2.0,,,1.0,2.0,,,2.0,2.0,10.0,1.0,5.0,2.0,2.0,,-8.0,0.0,,-8.0,2.0,,,2.0,,,3.0,2.0,0.0,3.0,3.0,1.0,75.0,65.0,,,,,,,,25.0,15.0,-9.0,-9.0,,,-9.0,2.0,,,-9.0,-9.0,1.0,1.0,2.0,2.0,2.0,2.0,,2.0,,,,1.0,1.0,,2.0,2.0,,,,3.0,3.0,1.0,1.0,2.0,3.0,100.0,,,,,100.0,1.0,2.0,3.0,2.0,1.0,,,2.0,8.0,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,,,,,,,,7.0,1.0,,,,,4.0,11,2014,,,1.0,1.0,3,1.0,58.0,260.6254,259.63657,251.00618,500000.0,five hundred thousand,-9.0,-9.0,,,200000.0,,,,,11,0.0,285.0
587484,1513624,2,1,1,8,8,2,2,3,52,1,2,2,2,,-7,-7,-7,-7,2,12.0,10.0,2,2015,15.0,44.0,2,3,,,100,0,0,0,2.0,,2002.0,-9.0,1.0,2002.0,-9.0,2.0,7.0,1.0,2.0,,2.0,,,1.0,45.0,9.0,9.0,0.0,,1.0,80.0,2.0,,,,,,2.0,2.0,1.0,-7.0,Retail in medicines and consumer products,5231,100.0,,100.0,0.0,0.0,,,,,,-7.0,,,,,,,30.0,0.0,-7.0,,,4.0,2.0,4.0,4.0,8.0,Lagos,5.0,,2.0,1.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,100.0,100.0,,,72.0,2.0,0.0,100.0,0.0,-7.0,-7.0,-7.0,2.0,,,720.0,1.0,,0.0,1.0,1.0,,2.0,,,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,None,2.0,,,,,,,,,,1.0,,2.0,2.0,,,,,,,,,,,,,,,2.0,2.0,1.0,,2.0,2.0,,,0.0,4.0,2.0,1.0,3.0,2.0,2.0,,-8.0,-8.0,,-8.0,2.0,,,2.0,,,3.0,3.0,2.0,3.0,0.0,-7.0,28.0,25.0,,,,,,,,12.0,0.0,,,,,90.0,1.0,,,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,,,2.0,,,,2.0,,,,-7.0,-7.0,2.0,2.0,2.0,4.0,100.0,,,,,100.0,2.0,,-7.0,-7.0,0.0,,,0.0,14.0,2,2.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,,,,,,,,6.0,2.0,,,,,10.0,2,2015,16.0,53.0,1.0,4.0,1,,,4.6220813,4.6200867,7.4237027,120000000.0,One hundred and twenty million,8300000.0,1800000.0,,,48000.0,,,5300000.0,,12,0.0,257.0
587485,1513627,3,1,1,6,6,2,2,2,51,1,1,1,1,-7.0,-7,-7,-7,-7,16,18.0,23.0,7,2014,14.0,40.0,3,3,,100.0,100,0,0,0,2.0,,1998.0,15.0,1.0,1998.0,16.0,2.0,9.0,1.0,1.0,KACCIMA,2.0,,,2.0,,,,,,1.0,75.0,2.0,,,,,,1.0,1.0,3.0,1.0,Wholesale of IT Equipments,5151,75.0,,100.0,0.0,0.0,,,,,,10.0,0.0,,,,,,,3.0,3.0,,,3.0,1.0,3.0,3.0,10.0,Does not apply,5.0,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,85.0,82.0,,,42.0,1.0,-9.0,-9.0,-9.0,65.0,35.0,0.0,1.0,90.0,2.0,,,,2.0,1.0,5.0,,2.0,,,1.0,35.0,25.0,50.0,5.0,35.0,10.0,0.0,None,1.0,3.0,40000000.0,0.0,45.0,20.0,10.0,25.0,0.0,None,1.0,-9.0,2.0,1.0,1.0,2.0,,2012.0,-8.0,1.0,1.0,2.0,2.0,2.0,2.0,-9.0,3.0,3.0,1.0,2.0,7.0,,1.0,2.0,,,3.0,3.0,0.0,1.0,4.0,2.0,2.0,,-8.0,-8.0,,-8.0,1.0,90.0,2.0,2.0,,,2.0,2.0,2.0,3.0,3.0,0.0,15.0,15.0,,,,,,,,5.0,15.0,7.0,-9.0,,,100.0,2.0,,,-9.0,-9.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,,,2.0,,,,2.0,,,,-7.0,-7.0,1.0,1.0,5.0,4.0,-9.0,,,,,,2.0,,3.0,3.0,0.0,,,2.0,4.0,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,,,,,-9.0,,,16.0,1.0,,,,,23.0,7,2014,15.0,29.0,1.0,1.0,1,,,6.814326,6.853433,10.6330185,8000000.0,Eight Million,100000000.0,600000.0,,,45000.0,,,,,10,0.0,159.0
587486,1513644,3,1,1,7,7,1,1,2,72,1,1,1,2,,-7,-7,-7,-7,85,1.0,12.0,8,2014,15.0,27.0,3,3,,,100,0,0,0,1.0,100.0,2008.0,5.0,1.0,2008.0,8.0,1.0,7.0,1.0,2.0,,2.0,,,1.0,25.0,12.0,0.0,30.0,,1.0,95.0,2.0,,,,,,1.0,2.0,4.0,1.0,Information technology,7290,100.0,,100.0,0.0,0.0,,,,,,0.0,0.0,,,,,,,0.0,1.0,,,4.0,2.0,3.0,3.0,5.0,Kano,5.0,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,,80.0,85.0,,,60.0,2.0,0.0,100.0,0.0,0.0,100.0,0.0,2.0,,,,,,2.0,1.0,,96000.0,2.0,,,1.0,20.0,0.0,100.0,0.0,0.0,0.0,0.0,None,1.0,120000.0,0.0,80.0,0.0,0.0,0.0,20.0,0.0,None,1.0,,2.0,2.0,,,,,,,,,,,,,,,2.0,2.0,4.0,,2.0,2.0,,,2.0,1.0,25.0,1.0,2.0,2.0,-8.0,,-8.0,5.0,,5.0,2.0,,,2.0,,,3.0,2.0,2.0,3.0,4.0,2.0,15.0,10.0,,,,,,,,5.0,0.0,,,,,100.0,2.0,,,0.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,,2.0,,,,2.0,,,,1.0,1.0,,5.0,4.0,4.0,1.0,1.0,1.0,2.0,120.0,,,3.0,,60.0,1.0,1.0,3.0,1.0,1.0,,,2.0,8.0,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,,,,,,,,8.0,2.0,,,,,12.0,8,2014,17.0,27.0,1.0,1.0,1,,,3.767254,3.9387321,5.885151,3700000.0,three million seven hundred thousand,2400000.0,1920000.0,,,600000.0,,,,,8,0.0,199.0
587487,1513664,3,1,1,8,8,2,2,3,63,2,3,3,2,,-7,-7,-7,-7,10,12.0,2.0,10,2014,8.0,40.0,3,3,,,100,0,0,0,2.0,,2000.0,14.0,1.0,2000.0,14.0,2.0,4.0,1.0,2.0,,2.0,,,2.0,,,,,,1.0,100.0,2.0,,,,,,2.0,2.0,0.0,0.0,transporting goods and services from one destination to another,6301,100.0,,100.0,0.0,0.0,,,,-9.0,,0.0,-9.0,,,,,,,0.0,0.0,,,4.0,2.0,3.0,3.0,-9.0,Does not apply,5.0,,1.0,1.0,2.0,,2.0,2.0,2.0,2.0,1.0,2.0,-9.0,,100.0,100.0,,,-9.0,1.0,0.0,100.0,0.0,0.0,100.0,0.0,2.0,,,,,,0.0,1.0,2.0,,2.0,,,0.0,-9.0,0.0,100.0,0.0,0.0,0.0,0.0,None,2.0,,,0.0,0.0,0.0,0.0,0.0,,Cooperative,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,-9.0,-9.0,,,2.0,2.0,,,2.0,4.0,-9.0,2.0,,,2.0,,-9.0,-8.0,,-8.0,2.0,,,2.0,,,1.0,0.0,0.0,0.0,1.0,0.0,120.0,115.0,,,,,,,,14.0,5.0,,-9.0,,,100.0,1.0,,,5.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,,2.0,,,,2.0,,,,2.0,,,,-7.0,-7.0,1.0,1.0,5.0,4.0,8.0,-9.0,,,,100.0,2.0,,-7.0,2.0,1.0,,,0.0,1.0,1,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,10.0,1.0,,,,,2.0,10,2014,12.0,40.0,1.0,2.0,1,,,6.5158606,6.48867,11.544698,76000000.0,seventy six million,71000000.0,29000000.0,,,150000.0,,,,,13,0.0,274.0
587488,1513678,3,1,1,7,7,1,1,2,51,3,0,0,2,,-7,-7,-7,-7,5,2.0,29.0,11,2014,10.0,3.0,3,3,,,100,0,0,0,2.0,,2009.0,5.0,1.0,2009.0,3.0,2.0,5.0,1.0,2.0,,1.0,1.0,1.0,1.0,-9.0,,,-9.0,,1.0,-9.0,2.0,,,,,,1.0,2.0,2.0,0.0,sales of electronics,5152,100.0,,100.0,0.0,0.0,,,,,,0.0,0.0,,,,,,,3.0,2.0,,,2.0,2.0,2.0,3.0,3.0,lagos,5.0,,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,-9.0,-9.0,,,8.0,2.0,50.0,20.0,30.0,60.0,20.0,20.0,2.0,,,,,,2.0,1.0,3.0,,2.0,,,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,None,2.0,,,0.0,0.0,0.0,0.0,0.0,,Friends and associates,1.0,,2.0,2.0,,,,,,,,,,,,,,,2.0,2.0,1.0,,2.0,2.0,,,1.0,3.0,-9.0,1.0,1.0,1.0,,2.0,,-9.0,,-9.0,2.0,,,2.0,,,2.0,2.0,1.0,2.0,2.0,1.0,8.0,3.0,,,,,,,,3.0,0.0,,,,,50.0,2.0,,,3.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,,,2.0,,,,2.0,,,,-7.0,-7.0,1.0,1.0,2.0,-9.0,-9.0,,,,,,2.0,,-7.0,1.0,1.0,,,1.0,11.0,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,6.0,1.0,,,,,29.0,11,2014,12.0,1.0,1.0,2.0,1,,,3.767254,3.9387321,5.885151,7200000.0,Seven million two hundred thousand,-9.0,-9.0,,,-9.0,,,,,8,0.0,199.0
