idstd,id,a0,a1,a1a,a2,a3a,a3b,a3c,a3,a4b,a5,a6a,a6b,a7,a7a,a8,a9,a10,a11,a12,a13,a14d,a14m,a14y,a14h,a14min,ngb1,b1,b1x,b3,b2a,b2b,b2c,b2d,b4,b4a,b5,b6,b6a,b6b,b7,b7a,ngb7,ngb8,b8,b8x,c3,c4,c5,c6,c7,c8a,c8b,c9a,c9b,c10,c11,c12,c13,c14,c15,c16,c17,c22a,c22b,c30a,c30b,d1a1x,d1a2,d1a3,ngd1a4,d3a,d3b,d3c,d4,d6,d7,d8,ngd9,d10,d11,d12a,d12b,d13,d14,d16,d17,d30a,d30b,e1,e2b,nge2,nge4,nge5,nge6,nge7,nge8,nge9,e6,e11,e30,h1,h2,h3,h4a,h4b,h5,h6,h7,h8,f1,ngf1,ngf1a,ngf1b,f2,ngf2,ngf3,g6a,g6b,g6c,g1a,g1b,g1c,g2,g3,g4,g5a,g5b,g5bx,g30a,i1,i2a,i2b,i3,i4a,i4b,i30,k1c,k2c,k3a,k3bc,k3e,k3f,k3hd,k3hdx,k4,n5a,n5b,k5a,k5i,k5bc,k5e,k5f,k5hdj,k5hdJx,k6,k7,ngk_7a,k8,k9,k9a,k9ax,k10,k11,k13,k14a,k14b,k14c,k14d,k14e,k15a,k15b,k15c,k15d,k16,k17,k20a,k21,ngk_21a,ngK_21b,ngk_21bx,k30,h7a,j2,j3,j4,j5,ngj5,j6a,j6,j7a,j7b,ngj8,j10,j11,j12,j13,j14,j15,j30a,j30b,j30c,j30e,j30f,h30,l1,l2,l3a,l3b,l4a,l4b,ngl_4a,l5a,l5b,l5,l6,l6a,l8,l9a,l9a2,l9b,l10,l11a,l11b,ngl13,ngl14,ngl15a,ngl15b,ngl15c,ngl15d,ngl15e,ngl16,ngl17,ngl18,ngl19,ngl19x,ngl20,ngl21,ngl22,ngl22x,ngl23,ngl24,ngl25,ngl25b,ngl26,ngl27,ngl28,ngl29a,ngl29b,ngl30,ngl31,ngl32,ngl33,ngl33x,ngl34,ngl34x,ngl35,ngl36a,ngl36,ngl37,ngl38,l30a,nl30a,nl30b,l30b,m1a,m1d,ngn8a,ngn8b,ngn8c,ngn8d,ngn8e,ngn8f,ngn8g,ngm2,nn2g,nn2h,nn2,n6a,n6b,n7a,n7b,a15a2a,a15a3,a15a2b,a15b3,a15a2c,a15c3,a15d,a15m,a15y,a15h,a15min,a16,a17,a18,a19h,a19m,wstrict,wmedian,wweak,d2,d2x,n3,n2a,n2e,n2f,n2b,n2ra,n2rb,n2i,n2j,a4a,panel,strata
588549,1530724,1,1,1,11,11,2,2,3,15,1,2,1,2,,-7,-7,-7,1,7,21.0,10.0,12,2014,15.0,19.0,2,3,,,100,0,0,0,2.0,,2005.0,11.0,1.0,2005.0,15.0,2.0,4.0,1.0,2.0,,2.0,,,1.0,143.0,2.0,15.0,1.0,,1.0,99.0,2.0,,,2.0,,,1.0,2.0,3.0,1.0,Bakery Buttered Bread,1541,100.0,2.0,60.0,40.0,0.0,,,,2009.0,,0.0,1.0,75.0,25.0,2.0,,15.0,,1.0,1.0,2.0,-4.0,4.0,2.0,2.0,2.0,9.0,Kano,5.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,25.0,,,50.0,63.0,,1.0,100.0,0.0,0.0,100.0,0.0,0.0,2.0,,,,,,1.0,1.0,1.0,,1.0,1.0,,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,5,2.0,,,,,,,,,,2.0,2.0,,2.0,,,,,,,,,,,,,,,2.0,2.0,1.0,,2.0,2.0,,,1.0,3.0,90.0,1.0,12.0,2.0,2.0,2.0,,0.0,,99.0,2.0,,,2.0,,,2.0,1.0,1.0,3.0,3.0,1.0,11.0,11.0,9.0,2.0,6.0,3.0,4.0,0.0,0.0,,0.0,,,6.0,0.0,90.0,2.0,,,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,,,2.0,,,,2.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,5.0,,,,,1.0,1.0,3.0,2.0,1.0,,,1.0,8.0,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,,,,,,750000.0,40000.0,9.0,1.0,,,,,10.0,12,2014,16.0,7.0,1.0,1.0,1,,,14.958466,15.010686,15.068722,890000.0,Eight hundred and ninety thousand,2780000.0,230000.0,300000.0,60000.0,12000.0,0.0,0.0,,10000.0,2,0.0,369.0
588550,1530754,3,1,1,13,13,2,2,3,55,1,2,1,2,,-7,-7,-7,2,14,1.0,26.0,9,2014,24.0,45.0,3,4,,100.0,100,0,0,0,1.0,40.0,1999.0,5.0,2.0,1999.0,14.0,2.0,7.0,1.0,2.0,,1.0,5.0,2.0,1.0,300.0,5.0,5.0,10.0,,1.0,70.0,1.0,1.0,2.0,,,,2.0,2.0,3.0,1.0,restaurant,5520,70.0,,100.0,0.0,0.0,,,,,,-7.0,,,,,,,,0.0,1.0,,,3.0,2.0,3.0,2.0,14.0,kebbi,5.0,,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,80.0,80.0,,,168.0,1.0,100.0,0.0,0.0,100.0,0.0,0.0,2.0,,,,,,0.0,1.0,10.0,,2.0,,,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0,2.0,,,,,,,,,,1.0,,2.0,2.0,,,,,,,,,,,,,,,2.0,2.0,1.0,,2.0,-9.0,,,1.0,4.0,0.0,1.0,3.0,-9.0,,2.0,,0.0,,4.0,2.0,,,2.0,,,1.0,1.0,1.0,1.0,1.0,1.0,10.0,12.0,,,,,,,,6.0,0.0,,,,,100.0,2.0,,,12.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,2.0,,,,2.0,,,,1.0,1.0,1.0,1.0,2.0,2.0,120.0,,,6.0,,0.0,1.0,1.0,3.0,2.0,1.0,,,1.0,8.0,1,2.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,,,,,,,,14.0,1.0,,,,,,12,2014,13.0,55.0,1.0,1.0,1,,,6.894498,6.858231,6.295459,5000000.0,five million,15000000.0,1000000.0,,,50000.0,,,,,11,0.0,456.0
588551,1530755,3,1,1,14,14,1,1,2,17,2,2,1,2,,-7,-7,-7,-7,2,1.0,27.0,2,2015,10.0,6.0,3,3,,,100,0,0,0,1.0,100.0,2000.0,8.0,1.0,2000.0,10.0,1.0,5.0,1.0,1.0,ISO,2.0,,,1.0,30.0,5.0,20.0,10.0,,1.0,20.0,2.0,,,,,,2.0,2.0,4.0,2.0,Design and sales of various textile materials,1712,100.0,,100.0,0.0,0.0,,,,,,0.0,0.0,,,,,,,3.0,1.0,,,3.0,2.0,5.0,5.0,-9.0,Lagos State,5.0,,-9.0,3.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,-9.0,-9.0,,,48.0,2.0,0.0,100.0,0.0,0.0,100.0,0.0,2.0,,,,,,4.0,2.0,,,2.0,,,4.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,none,2.0,,,,,,,,,,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,2.0,2.0,3.0,,2.0,2.0,,,3.0,4.0,0.0,2.0,,,-9.0,,0.0,0.0,,-8.0,2.0,,,2.0,,,4.0,4.0,1.0,2.0,2.0,1.0,8.0,9.0,,,,,,,,7.0,5.0,,12.0,,,100.0,2.0,,,-9.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,,,1.0,1.0,,7.0,2.0,,,,4.0,4.0,2.0,2.0,5.0,4.0,100.0,,,,,100.0,2.0,,2.0,2.0,0.0,,,0.0,1.0,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,,,,,,,,10.0,2.0,,,,,,12,2014,10.0,33.0,1.0,1.0,1,,,1.1219834,1.1160815,1.2130834,1250000.0,One million two hundred and fifty thousand,-9.0,750000.0,,,200000.0,,,,,4,0.0,484.0
588552,1530756,3,1,1,14,14,2,1,2,22,2,1,1,2,,1,-7,-7,1,4,1.0,22.0,9,2014,15.0,38.0,3,3,,,100,0,0,0,1.0,100.0,1991.0,6.0,1.0,1991.0,5.0,1.0,6.0,1.0,2.0,,2.0,,,1.0,-9.0,,,0.0,,1.0,70.0,2.0,,,,,,2.0,2.0,3.0,1.0,printing services,2222,100.0,,100.0,0.0,0.0,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,3.0,2.0,3.0,1.0,-9.0,Does not apply,5.0,,2.0,0.0,2.0,,2.0,2.0,1.0,1.0,2.0,2.0,2.0,,70.0,30.0,,,60.0,1.0,-9.0,-9.0,-9.0,0.0,50.0,50.0,2.0,,,,,,3.0,2.0,,,2.0,,,0.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,,2.0,,,,,,,,,,1.0,,2.0,2.0,,,,,,,,,,,,,,,1.0,2.0,,,2.0,2.0,,,3.0,1.0,0.0,1.0,-9.0,,1.0,,-9.0,0.0,,5.0,2.0,,,2.0,,,1.0,1.0,0.0,0.0,1.0,2.0,5.0,5.0,,,,,,,,3.0,10.0,,12.0,,,60.0,2.0,,,-9.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,,2.0,,,,1.0,1.0,,14.0,2.0,,,,-7.0,4.0,1.0,2.0,1.0,2.0,-9.0,,,,,,2.0,,1.0,1.0,0.0,,,0.0,1.0,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,,,,,,,,7.0,2.0,,,,,,12,2014,16.0,28.0,1.0,4.0,3,1.0,9.0,1.0,1.0,1.0,-9.0,,-9.0,-9.0,,,-9.0,,,,,6,0.0,486.0
588553,1530757,3,1,1,15,15,2,1,4,15,1,1,1,2,,-7,-7,-7,2,11,1.0,8.0,12,2014,9.0,46.0,2,3,,,100,0,0,0,2.0,,1994.0,7.0,1.0,1994.0,20.0,2.0,7.0,1.0,2.0,,2.0,,,2.0,,,,,,1.0,30.0,2.0,,,,,,2.0,2.0,3.0,1.0,bread bekery,1541,100.0,,80.0,20.0,0.0,,,,1999.0,,10.0,10.0,,,,,,,3.0,1.0,,,2.0,2.0,5.0,4.0,6.0,jos,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,80.0,80.0,,,68.0,1.0,60.0,30.0,10.0,0.0,50.0,50.0,2.0,,,,,,0.0,1.0,20.0,,1.0,10.0,,1.0,20.0,10.0,20.0,20.0,20.0,20.0,20.0,my brother,2.0,,,,,,,,,,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,2.0,2.0,2.0,,2.0,2.0,,,1.0,1.0,0.0,1.0,2.0,2.0,2.0,,0.0,0.0,,20.0,2.0,,,2.0,,,2.0,1.0,1.0,1.0,3.0,1.0,7.0,8.0,,,,,,,,2.0,0.0,,,,,20.0,2.0,,,8.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,2.0,,,,2.0,,,,1.0,1.0,2.0,2.0,1.0,1.0,-9.0,1.0,,,,,2.0,,2.0,-7.0,1.0,,,0.0,8.0,2,2.0,2.0,-7.0,2.0,2.0,2.0,2.0,1.0,,,,,,,,20.0,1.0,,,,,,12,2014,11.0,50.0,1.0,1.0,1,,,6.5403013,6.5631347,8.2468405,300000.0,three hundred thousand,900000.0,20.0,,,80.0,,,,,2,0.0,517.0
588554,1530764,3,1,1,15,15,2,1,4,27,2,1,1,1,2.0,1,-7,-7,1,11,1.0,4.0,11,2014,24.0,28.0,2,3,,,100,0,0,0,2.0,,1993.0,16.0,2.0,1992.0,30.0,2.0,6.0,1.0,2.0,,2.0,,,1.0,3.0,3.0,30.0,-7.0,,1.0,85.0,2.0,,,,,,2.0,2.0,3.0,0.0,welding and binding of irons,2731,80.0,,50.0,20.0,30.0,,,,1997.0,2.0,0.0,20.0,,,,,,,3.0,1.0,,,4.0,2.0,3.0,3.0,18.0,plateau,4.0,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,60.0,70.0,,,65.0,1.0,0.0,100.0,0.0,0.0,100.0,0.0,2.0,,,,,,1.0,2.0,,,2.0,,,0.0,20.0,0.0,20.0,20.0,20.0,10.0,30.0,corporating savings,2.0,,,,,,,,,,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,2.0,2.0,4.0,,2.0,2.0,,,1.0,3.0,20.0,1.0,1.0,2.0,2.0,,0.0,0.0,,20.0,2.0,,,2.0,,,1.0,1.0,1.0,3.0,4.0,1.0,16.0,16.0,,,,,,,,0.0,-9.0,,,,,20.0,2.0,,,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,2.0,,,,1.0,2.0,,10.0,1.0,1.0,2.0,2.0,1.0,1.0,-9.0,5.0,,,,,2.0,,2.0,-7.0,0.0,,,2.0,4.0,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,21.0,1.0,,,,,,12,2014,14.0,34.0,1.0,1.0,1,,,1.6945868,1.7151425,2.105603,400000.0,four hundred thousand,30000000.0,300000.0,,,5000.0,,,,,1,0.0,516.0
588555,1530781,1,1,1,16,16,2,1,5,22,1,1,1,2,,-7,-7,-7,-7,19,20.0,24.0,10,2014,9.0,25.0,3,3,,,100,0,0,0,2.0,,2002.0,13.0,2.0,2008.0,1.0,2.0,7.0,1.0,2.0,,2.0,,,1.0,20.0,6.0,0.0,30.0,,1.0,80.0,2.0,,,2.0,,,2.0,2.0,4.0,2.0,printing document of any kind like marriage calender posters etc.,2221,100.0,2.0,100.0,0.0,0.0,,,,,,0.0,0.0,100.0,0.0,,,6.0,,0.0,0.0,1.0,5.0,4.0,2.0,4.0,3.0,12.0,Niger,5.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,70.0,,,40.0,158.0,,1.0,100.0,0.0,0.0,100.0,0.0,0.0,2.0,,,,,,1.0,2.0,,,2.0,,,1.0,10.0,5.0,100.0,0.0,0.0,0.0,0.0,yes,2.0,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,2.0,2.0,3.0,,2.0,2.0,,,1.0,2.0,0.0,2.0,,,2.0,2.0,,0.0,,4.0,2.0,,,2.0,,,1.0,2.0,1.0,1.0,2.0,1.0,10.0,10.0,7.0,3.0,3.0,4.0,3.0,0.0,0.0,,-9.0,,,1.0,3.0,55.0,2.0,,,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,,,2.0,,,,2.0,,,,-7.0,-7.0,1.0,1.0,5.0,2.0,,6.0,no,,,,1.0,3.0,3.0,1.0,0.0,,,1.0,8.0,2,2.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,,,,,,-9.0,-9.0,22.0,1.0,,,,,24.0,10,2014,10.0,25.0,2.0,2.0,1,,,2.1127758,2.1016622,2.4509742,120000.0,One and twenty thousand,420.0,100.0,500.0,20.0,10.0,0.0,0.0,,0.0,6,0.0,551.0
588556,1530792,2,1,1,16,16,2,1,4,31,3,1,2,2,,-7,-7,-7,-7,19,20.0,13.0,12,2014,9.0,46.0,3,3,,,100,0,0,0,2.0,,2006.0,10.0,1.0,2006.0,6.0,2.0,6.0,3.0,2.0,,2.0,,,1.0,12.0,4.0,45.0,3.0,,1.0,35.0,2.0,,,,,,2.0,2.0,2.0,1.0,selling of provision and eletronics etc,3190,100.0,,100.0,0.0,0.0,,,,,,0.0,0.0,,,,,,6.0,1.0,1.0,,,3.0,2.0,3.0,1.0,7.0," Niger,Lagos and Aba",5.0,,2.0,1.0,2.0,,2.0,1.0,1.0,2.0,1.0,2.0,1.0,,46.0,82.0,,,129.0,1.0,0.0,100.0,0.0,0.0,100.0,0.0,2.0,,,-9.0,,,2.0,1.0,4.0,,2.0,,,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,none,1.0,32000.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,none,1.0,,2.0,2.0,,,,,,,,,,,,,,,2.0,2.0,4.0,,2.0,2.0,,,1.0,4.0,0.0,1.0,1.0,2.0,2.0,,-9.0,0.0,,5.0,2.0,,,2.0,,,2.0,1.0,2.0,2.0,1.0,1.0,21.0,2.0,,,,,,,,0.0,0.0,,,,,80.0,2.0,,,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,,2.0,,,,2.0,,,,2.0,,,,1.0,1.0,1.0,1.0,5.0,1.0,-9.0,4.0,,,,,2.0,,3.0,1.0,1.0,,,2.0,1.0,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,,,,,,,,1.0,1.0,,,,,,12,2014,10.0,56.0,1.0,1.0,3,12.0,43.0,4.4250393,4.443885,5.186958,2200000.0,Two million two hundred thousand,-9.0,150000.0,,,100.0,,,3.0,,10,0.0,554.0
588557,1530803,3,1,1,17,17,2,2,2,22,1,1,2,2,,-7,-7,-7,-7,3,1010.0,25.0,9,2014,16.0,58.0,3,3,,,100,0,0,0,2.0,,2012.0,0.0,2.0,2011.0,23.0,2.0,4.0,3.0,2.0,,1.0,14.0,2.0,1.0,20.0,8.0,40.0,50.0,,1.0,60.0,2.0,,,,,,2.0,2.0,4.0,1.0,publishing,2219,80.0,,100.0,0.0,0.0,,,,,,0.0,0.0,,,,,,,3.0,1.0,,,3.0,1.0,3.0,-9.0,8.0,ogun and lagos,5.0,,1.0,-9.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,,100.0,100.0,,,75.0,1.0,0.0,100.0,0.0,0.0,100.0,0.0,2.0,,,,,,0.0,2.0,,,2.0,,,0.0,0.0,80.0,100.0,0.0,0.0,0.0,0.0,own fund,2.0,,,,,,,,,,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,2.0,2.0,3.0,,2.0,2.0,,,2.0,-7.0,-9.0,1.0,-9.0,,2.0,,0.0,0.0,,-9.0,2.0,,,2.0,,,2.0,2.0,0.0,0.0,0.0,-7.0,52.0,-7.0,,,,,,,,2.0,0.0,,,,,100.0,1.0,,,0.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,,2.0,,,,2.0,,,,2.0,,,,-9.0,-9.0,2.0,2.0,1.0,1.0,-9.0,,,,,,2.0,,3.0,-7.0,1.0,,,2.0,8.0,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,-7.0,,,,,,,,23.0,1.0,,,,,,12,2014,17.0,32.0,1.0,2.0,1,,,1.3836609,1.3763826,1.8057913,-9.0,,-7.0,-9.0,,,36000.0,,,,,6,0.0,588.0
588558,1530806,1,1,1,17,17,2,2,2,36,1,1,1,2,,2,-7,-7,1,12,1010.0,26.0,9,2014,11.0,6.0,3,-9,,100.0,-9,-9,-9,-9,2.0,,1989.0,3.0,2.0,1987.0,25.0,2.0,2.0,1.0,2.0,,1.0,1.0,2.0,1.0,22.0,3.0,30.0,1.0,,1.0,60.0,2.0,,,2.0,,,2.0,2.0,2.0,1.0,furniture,3610,70.0,2.0,-9.0,-9.0,-9.0,-7.0,-7.0,-7.0,-9.0,2.0,-7.0,,50.0,50.0,-9.0,,-9.0,,-7.0,-7.0,1.0,-4.0,3.0,2.0,5.0,3.0,15.0,"ogun ,lagos",5.0,2.0,1.0,2.0,2.0,,2.0,2.0,2.0,1.0,2.0,2.0,2.0,-9.0,,,-9.0,42.0,,1.0,100.0,0.0,0.0,-7.0,-7.0,-7.0,2.0,,,,,,1.0,2.0,,,2.0,,,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,,2.0,,,,,,,,,,2.0,2.0,,2.0,,,,,,,,,,,,,,,2.0,2.0,4.0,,2.0,2.0,,,-9.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,,0.0,,20.0,2.0,,,2.0,,,1.0,1.0,1.0,1.0,3.0,2.0,10.0,3.0,-9.0,-9.0,-9.0,-9.0,7.0,-9.0,-9.0,,0.0,,,-9.0,-7.0,-9.0,2.0,,,-9.0,-9.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,,,2.0,,,,2.0,,,,-7.0,-7.0,1.0,2.0,-9.0,-9.0,,,,,,,2.0,,-7.0,1.0,-7.0,,,-7.0,14.0,1,2.0,2.0,-7.0,-7.0,2.0,2.0,2.0,-7.0,,,,,,-9.0,-9.0,25.0,1.0,,,,,26.0,9,2014,11.0,40.0,1.0,1.0,1,,,5.4266086,5.398063,6.758888,-9.0,,-9.0,-9.0,-9.0,60000.0,36000.0,-9.0,-9.0,,-9.0,3,0.0,585.0
588559,1530807,3,1,1,17,17,2,2,2,27,2,1,2,2,,-7,-7,-7,-7,3,1010.0,17.0,1,2015,14.0,57.0,3,3,,,100,0,0,0,2.0,,2008.0,1.0,2.0,2007.0,10.0,2.0,2.0,3.0,2.0,,2.0,,,1.0,20.0,12.0,50.0,0.0,,1.0,80.0,2.0,,,,,,2.0,2.0,4.0,0.0,iron bending and iron welding,2731,100.0,,-9.0,-9.0,-9.0,,,,-9.0,2.0,-7.0,,,,,,,,0.0,-7.0,,,3.0,1.0,5.0,4.0,-9.0,ogun,5.0,,-9.0,-9.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,100.0,100.0,,,60.0,1.0,0.0,100.0,0.0,0.0,100.0,0.0,2.0,,,,,,0.0,1.0,5.0,,2.0,,,0.0,-9.0,-9.0,0.0,0.0,100.0,0.0,0.0,cooperative,1.0,250000.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,cooperative,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,1.0,2.0,2.0,,2.0,2.0,,,1.0,-9.0,0.0,1.0,1.0,2.0,2.0,,0.0,0.0,,2.0,2.0,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,52.0,2.0,,,,,,,,0.0,0.0,,,,,50.0,1.0,,,0.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,,2.0,,,,2.0,,,,2.0,,,,-7.0,4.0,1.0,2.0,5.0,2.0,10.0,6.0,do not overstaff,,,-9.0,2.0,,2.0,-7.0,0.0,,,0.0,8.0,2,2.0,2.0,2.0,2.0,2.0,1.0,2.0,-7.0,,,,,,,,7.0,1.0,,,,,,12,2014,15.0,23.0,1.0,2.0,1,,,1.629769,1.6495384,2.0599368,-9.0,,-9.0,-9.0,,,-9.0,,,,,1,0.0,583.0
588560,1530811,3,1,1,17,17,2,2,2,50,1,2,2,2,,1,-7,-7,1,2,1010.0,25.0,9,2014,10.0,15.0,3,6,motor garrage,30.0,30,20,40,10,2.0,,2010.0,30.0,1.0,2010.0,15.0,2.0,4.0,3.0,2.0,,2.0,,,2.0,,,,,,2.0,,2.0,,,,,,2.0,2.0,-7.0,0.0,Garrage,5020,70.0,,-9.0,-9.0,-9.0,,,,-9.0,-9.0,-7.0,,,,,,,,0.0,0.0,,,1.0,2.0,-9.0,-9.0,-9.0,Does not apply,5.0,,2.0,0.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,50.0,70.0,,,12.0,2.0,0.0,50.0,50.0,-9.0,-7.0,-7.0,2.0,,,,,,3.0,2.0,,,2.0,,,-7.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,,2.0,,,,,,,,,,-9.0,2.0,2.0,2.0,,,,,,,,,,,,,,,2.0,2.0,7.0,,2.0,2.0,,,-7.0,-7.0,20.0,1.0,-9.0,,2.0,,0.0,0.0,,20.0,2.0,,,2.0,,,0.0,0.0,0.0,0.0,0.0,-7.0,50.0,40.0,,,,,,,,-9.0,5.0,,12.0,,,20.0,2.0,,,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,,,2.0,,,,2.0,,,,-7.0,-7.0,2.0,2.0,2.0,2.0,-9.0,,,,,,2.0,,1.0,-9.0,0.0,,,0.0,2.0,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,,,,,,,,4.0,1.0,,,,,,12,2014,10.0,57.0,1.0,1.0,1,,,1.0,1.0,1.0,700000.0,seven hundred thousand,-9.0,50.0,,,0.0,,,,,13,0.0,595.0
588561,1530815,3,1,1,19,19,2,2,3,55,1,3,2,2,,-7,-7,-7,-7,2,17.0,26.0,9,2014,8.0,39.0,3,3,,100.0,-9,-9,-9,-9,2.0,,-9.0,-9.0,-9.0,-9.0,1.0,2.0,4.0,3.0,-9.0,,2.0,,,1.0,-9.0,,,15.0,,1.0,70.0,-9.0,,,,,,1.0,2.0,3.0,2.0,Loag and restuarant,5510,100.0,,-9.0,-9.0,-9.0,,,,-9.0,-9.0,-7.0,,,,,,,,1.0,1.0,,,3.0,2.0,-9.0,-9.0,-9.0,Does not apply,5.0,,-9.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,-9.0,2.0,,-9.0,-9.0,,,-9.0,1.0,100.0,0.0,0.0,-7.0,-7.0,-7.0,1.0,-9.0,2.0,,,,0.0,-9.0,,,-9.0,,,1.0,-9.0,0.0,-9.0,-9.0,-9.0,-9.0,-9.0,,2.0,,,,,,,,,,1.0,,2.0,2.0,,,,,,,,,,,,,,,2.0,2.0,1.0,,1.0,2.0,,,1.0,3.0,0.0,1.0,-9.0,,2.0,,-8.0,0.0,,-8.0,-9.0,,,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,28.0,-9.0,,,,,,,,10.0,0.0,,,,,-9.0,-9.0,,,-9.0,0.0,1.0,2.0,-9.0,2.0,2.0,2.0,,2.0,,,,2.0,,,,2.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,-9.0,,,,,,1.0,1.0,1.0,2.0,1.0,,,1.0,11.0,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,2.0,1.0,2.0,1.0,2.0,1.0,,12,2014,9.0,35.0,2.0,2.0,1,,,3.2165813,3.1996613,3.3083901,-9.0,,-9.0,-9.0,,,-9.0,,,,,11,0.0,673.0
588562,1530838,3,1,1,10,10,2,2,4,26,1,2,1,2,,2,-7,-7,-7,3,6.0,29.0,9,2014,11.0,59.0,3,3,,,20,20,30,30,2.0,,2005.0,15.0,2.0,2010.0,1.0,2.0,3.0,1.0,2.0,,1.0,1.0,2.0,1.0,110.0,4.0,20.0,20.0,,1.0,60.0,1.0,1.0,2.0,,,,2.0,2.0,2.0,3.0,block making,2695,70.0,,50.0,20.0,30.0,,,,2010.0,1.0,20.0,20.0,,,,,,,3.0,4.0,,,3.0,1.0,5.0,5.0,50.0,jos,5.0,,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,50.0,50.0,,,11.0,1.0,30.0,50.0,20.0,70.0,10.0,20.0,1.0,2.0,2.0,,,,3.0,2.0,,,1.0,30.0,,3.0,40.0,20.0,30.0,20.0,20.0,20.0,10.0,none,1.0,6.0,50.0,60.0,20.0,0.0,0.0,10.0,10.0,none,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,2.0,2.0,2.0,,2.0,2.0,,,2.0,4.0,20.0,1.0,1.0,2.0,2.0,,0.0,30.0,,30.0,2.0,,,1.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,13.0,15.0,,,,,,,,0.0,13.0,-9.0,-9.0,,,9.0,2.0,,,0.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,,2.0,,,,2.0,,,,2.0,,,,1.0,1.0,1.0,1.0,1.0,3.0,50.0,5.0,,,,-9.0,2.0,,2.0,3.0,2.0,,,3.0,4.0,1,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,,,,,,,,9.0,1.0,,,,,,12,2014,15.0,20.0,1.0,3.0,1,,,1.1212192,1.1326534,1.1091411,800000.0,eight hundred thousand,30.0,1.0,,,20.0,,,,,5,0.0,334.0
