idstd,id,a4a,a6a,a2,a4b,a0,a3a,a6b,a14d,a14m,a14y,a14h,a14min,a1,a12,a1a,a1c,a7,a7a,a7b,a11,a7c,a7dx_num,a9,a20y,a20m,a20d,b1,b1x,b3,b3a,b2a,b2b,b2c,b2d,SAb1a,SAb1b,b4,b4a,b5,b6,b6b,b7,b7a,b8,b8x,c3,c4,c5,c6,c7,c8a,c8b,c9a,c9b,c10,c11,c12,c13,c14,c15,c16,c17,c22b,c30a,d1a1a,d1a1x,d1a3,d2,d2x,n3,d3a,d3b,d3c,d4,d5a,d8,SAd1a,SAd1b,SAd1c,SAd1d,d10,d11,d12a,d12b,d13,d14,d15a,d30a,d30b,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,e1,e2b,SAe1,SAe2,SAe3,SAe4,SAe5,SAe6a,SAe6b,SAe6c,SAe6d,e6,e11,SAe7,SAe8,e30,h1,h2,h3x,h4x,h5,h6x,h7x,h8,h9,f1,f2,g6a,g1a,g2,g3,g4,g5a,g5b,g5bx,g30a,i1,i2a,i2b,i3,i4a,i4b,SAi1a,SAi1b,SAi1c,SAi1d,i30,k3a,k3bc,k3e,k3f,k3hd,k4,n5a,n5b,k5a,k5a1,k5i,k5i1,k5bc,k5bc1,k5e,k5e1,k5f,k5f1,k5hdj,k5hdj1,k4b,n5c,n5d,k6,k7,k8,k9,k10,k11,k13,k14a,k14b,k14c,k14d,k14e,k15a,k15b,k15c,k15d,k16,k17,k20a1,k21,k30,h7a,j2,j3,j4,j5,j6a,j6,j7a,j7b,SAj4,SAj5a,SAj5b,SAj5c,SAj6,SAj7,SAj8,SAj9,SAj10,SAj11,j10,j11,j12,j13,j14,j15,SAj12,SAj13,SAj14a,SAj14b,SAj15,j30a,j30b,j30c,j30e,j30f,h30,j30_taxrate_pos,j30_taxadmin_pos,j30_permit_pos,j30_instability_pos,j30_corruption_pos,j30_courts_pos,l1,l2,l3a,l3b,l4a1,l4a2,l4b,l5a,l5b,l5,l6,l6a,l8,l9b,l9b1,SAl1a1,SAl1b1,SAl1a2,SAl1b2,SAl1a3,SAl1b3,SAl1a4,SAl1b4,SAl1a5,SAl1b5,SAl1a6,SAl1b6,SAl2a,SAl2b,SAl2c,SAl2d,SAl2e,SAl2f,SAl3,SAl4a1,SAl4a2,SAl4a3,SAl4a4,SAl4a5,l10,l11a,l11a1,l11b,l11b1,SAl6,l30a,l30b,m1a,m1a_finance_pos,m1a_land_pos,m1a_permit_pos,m1a_corruption_pos,m1a_courts_pos,m1a_crime_pos,m1a_trade_pos,m1a_electricity_pos,m1a_workforce_pos,m1a_labor_pos,m1a_instability_pos,m1a_informal_pos,m1a_taxadmin_pos,m1a_taxrate_pos,m1a_transport_pos,COVb1a,COVb1b,COVb2a,COVb2b,COVb2c,COVc2b,COVc2c,COVc4a,COVd3a,COVd3b,COVd6,COVd8,COVe1a,COVe2,COVf1,COVf2a,COVf2b,COVf2c,COVf2d,COVf2e,COVf2i,COVf2fx,SAf3,SAf3x,COVg2,n2a,n2e,n2b,n2i,n2p,n2e1,n7a,SAj3,a15d,a15m,a15y,a15h,a15min,a15a1a,a15a1ax,a15a2a,a15a3,a15a1bx,a15a2b,a15b3,a15a1cx,a15a2c,a15c3,a16,a17,a18,a19h,a19m,a13,a3b,a3c,a3,d1a2,a15a2_check,stratificationregioncode,stratificationsizecode,stratificationsectorcode,stratificationpanelcode,wstrict,wmedian,wweak,strata
713528,5022,Other Manufacturing,Small,Gauteng,Machinery and equipment (29-30),Manufacturing,Gauteng,Medium,1,12,2020,9,31,ZAF,Int_C014,English,Firm,No,,,,,,,2020,2,29,Partnership,,50,Yes,100,0,0,0,Yes,No,No,,1970,10,1970,28,No,No,,No,,,Yes,5.0,2.0,0.0,20.0,,No,,No,,,No,,,Yes,Minor obstacle,Manufacturing of ,manufacturing of kitchen furniture,100,13000000.0,thirteen million ,12000000.0,100,0,0,,,,,,,,No losses,No losses,100,0,,,,No obstacle,No obstacle,We fixed it and took action to make sure it did not happen again,No,,No,,,,No,,Based solely on performance and ability,Rarely or never,Local â main product sold mostly in same municipality where establishment is located,5.0,5,1 to 5,South African private firms operating in the same Province ,Happy with my current supplier didnât want to change,Happy with my current distributor  didnât want to change,No,No,No,No,No,No,Other obstacles not mentioned above,None of the above,No obstacle,No,,,,No,,,No,,100.0,40.0,100,100,No,,,,,,No obstacle,No,,,No,,,No,No,No,No,No obstacle,100,0,0,0,0,No,,,,,,,,,,,,,,,No,,,Yes,Yes,No,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,No,No obstacle,Tend to agree,No time was spent,No,,,No,,No payments or gifts are paid,,No,,,,,,,,,,No,,,No,,,No,,,,No,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,2,1,3,6,4,5,38,30,38.0,0.0,38.0,0.0,0.0,38.0,0.0,,No full-time seasonal or temporary workers,,,20.0,,4,4,5,Does not apply,1,Does not apply,0,Does not apply,0,Does not apply,28,Does not apply,As required,As required,As required,As required,As required,As required,No,,,,,,No,,,,,,No obstacle,No obstacle,Electricity,15,10,12,11,4,5,13,7,9,8,6,3,14,1,2,Yes,6.0,Decrease,,40.0,Decrease,Decrease,No,Decrease,Decrease,7.0,7.0,Decrease,None of the above,Don't know (spontaneous),,,,,,No,,Access to new credit,,12.0,4000000.0,500000.0,120000.0,,4620000.0,300000.0,50000000.0,4,1.0,12.0,2020.0,9.0,39.0,Other Management,,28.0,Male,,,,,,,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,1.0,No,No,50.000 to 250.000,3610,,2,1,5,0,201.50002,201.50002,201.50002,38
713529,5080,Construction,Small,Gauteng,Construction Section F: ,Other services,Gauteng,Small,28,1,2021,12,29,ZAF,Int_C015,English,Firm,No,,,,,,,2020,2,29,Shareholding company with non-traded shares or shares traded privately,,100,No,100,0,0,0,No,No,No,,2010,7,2010,4,No,No,,No,,,Yes,15.0,2.0,0.0,None,,Yes,2.0,No,,,,,,Yes,Moderate obstacle,Construction of,construction of houses,100,100000000.0,one hundred million ,80000000.0,100,0,0,,,,,,,,No internal shipments made (does not apply),,100,0,,,,Moderate obstacle,Moderate obstacle,We fixed it and took action to make sure it did not happen again,No,,Yes,"Main focus was on short-term, less than one year",Only achieved with extraordinary effort,All managers and most production workers,No,,Non-managers are normally not promoted,Rarely or never,,,1,More than 5,South African private firms operating in the same Province ,Happy with my current supplier didnât want to change,Happy with my current distributor  didnât want to change,No,No,No,No,,No,Other obstacles not mentioned above,Criteria for licensing that puts certain types of firms at a disadvantage.,Major obstacle,No,,,,No,,,Yes,50000.0,,,0,0,No,,,,,,Minor obstacle,Yes,5.0,,No,,,No,No,No,No,Minor obstacle,100,0,0,0,0,No,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,Yes,Minor obstacle,Strongly disagree,20,Yes,1.0,No,No,,No payments or gifts are paid,,No,,,,,,,,,,No,,,No,,,Yes,1.0,Ownership ,Skills Development,No,Minor obstacle,Minor obstacle,No obstacle,Major obstacle,Very severe obstacle,No obstacle,4,3,1,2,5,6,8,6,,,,,,,,3.0,No full-time seasonal or temporary workers,,,100.0,,1,Does not apply,1,Does not apply,0,Does not apply,1,1,0,Does not apply,1,Does not apply,As required,As required,As required,As required,As required,As required,No,,,,,,No,,,,,,Minor obstacle,Minor obstacle,Political instability,4,11,7,10,12,13,15,9,14,2,1,8,6,3,5,Yes,20.0,Decrease,,80.0,Decrease,Decrease,Yes,Remain the same,Remain the same,,,Decrease,None of the above,No,,,,,,No,,Wage subsidies,,8.0,2000000.0,,150000.0,,,,,4,28.0,1.0,2021.0,13.0,4.0,Other Management,,4.0,Male,,,,,,,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,1.0,No,No,Over 250.000 to 1 million,4520,,2,1,6,0,212.38235,212.38235,212.38235,40
713531,5131,Other Manufacturing,Small,Gauteng,Retail,Retail services,Gauteng,Small,23,11,2020,11,39,ZAF,INT_C010,English,Firm,Yes,70.0,No,,,,,2020,9,30,Shareholding company with non-traded shares or shares traded privately,,100,Yes,100,0,0,0,No,No,No,,1916,5,1916,4,No,No,,No,,,Yes,3.0,2.0,0.0,None,,No,,No,,,,,,Yes,No obstacle,Retail trade of ,retail trade of clothing,100,3000000.0,three million ,5000000.0,100,0,0,,,,,,,,No losses,No losses,100,0,,,,No obstacle,No obstacle,We fixed it and took action to make sure it did not happen again,No,,No,,,,No,,Based solely on performance and ability,Rarely or never,,,5,1 to 5,South African private firms operating in the same Province ,Happy with my current supplier didnât want to change,Happy with my current distributor  didnât want to change,No,No,No,No,,No,Other obstacles not mentioned above,None of the above,No obstacle,No,,,,No,,,No,,,,50,50,No,,,1000.0,Square Feet,,No obstacle,No,,,No,,,No,No,No,No,No obstacle,100,0,0,0,0,No,,,,,,,,,,,,,,,,,,Yes,Yes,No,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,No,No obstacle,Tend to agree,No time was spent,No,,,No,,No payments or gifts are paid,,No,,,,,,,,,,No,,,No,,,Yes,9.0,Ownership ,Ownership ,No,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,4,6,3,2,1,5,15,15,,,,,,,,8.0,No full-time seasonal or temporary workers,,,100.0,,2,2,2,2,2,2,2,1,0,Does not apply,0,Does not apply,As required,As required,As required,As required,As required,As required,No,,,,,,No,,,,,,No obstacle,No obstacle,Electricity,9,15,12,13,6,5,14,3,10,11,4,1,2,8,7,Yes,4.0,Decrease,,87.0,Decrease,Decrease,Don't know (spontaneous),Don't know (spontaneous),Decrease,5.0,0.0,Decrease,None of the above,No,,,,,,No,,Wage subsidies,,0.0,1000000.0,,60000.0,200000.0,,,,2,23.0,11.0,2020.0,11.0,50.0,Other Management,,4.0,Female,,,,,,,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,3.0,No,Yes,City with population over 1 million,5232,,2,1,5,0,201.50002,201.50002,201.50002,38
713532,5140,Construction,Small,Gauteng,Construction Section F: ,Other services,Gauteng,Medium,14,10,2020,9,57,ZAF,INT_C011,English,Firm,No,,,,,,,2020,2,29,Shareholding company with non-traded shares or shares traded privately,,100,Yes,100,0,0,0,No,No,No,,1986,35,1986,34,No,No,,No,,,Yes,4.0,2.0,0.0,4.0,,No,,No,,,,,,No,Major obstacle,Construction of,construction of buildings for companies.,30,16000000.0,sixteen million ,15000000.0,100,0,0,,,,,,,,No losses,No losses,100,0,,,,Minor obstacle,Minor obstacle,We fixed it and took action to make sure it did not happen again,Yes,1-2 indicators,No,,,,No,,Based solely on performance and ability,Rarely or never,,,3,1 to 5,Informal sector firms,Happy with my current supplier didnât want to change,Happy with my current distributor  didnât want to change,No,No,No,No,,Yes,They have favored access to subsidies and government support or contracts,None of the above,Moderate obstacle,No,,,,No,,,Yes,10.0,,,100,100,No,,,,,,No obstacle,Yes,5.0,,Yes,80.0,,No,No,No,No,Moderate obstacle,100,0,0,0,0,No,,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,Yes,Minor obstacle,Tend to disagree,50,Yes,1.0,No,No,,No payments or gifts are paid,,No,,,,,,,,,,No,,,No,,,Yes,3.0,Ownership ,Skills Development,No,Minor obstacle,Minor obstacle,Minor obstacle,Moderate obstacle,Major obstacle,Major obstacle,3,2,4,5,6,1,35,30,,,,,,,,35.0,No full-time seasonal or temporary workers,,,80.0,,0,Does not apply,0,Does not apply,0,Does not apply,0,Does not apply,0,Does not apply,35,Does not apply,As required,As required,As required,As required,As required,As required,No,,,,,,No,,,,,,Minor obstacle,Moderate obstacle,Courts,9,2,5,10,15,12,13,11,6,3,14,8,4,1,7,No,,Remain the same,,,Remain the same,Remain the same,No,Remain the same,Remain the same,,,Remain the same,,No,,,,,,No,,"Deferral of rent, mortgage, or utilities",,4.0,100000.0,,40000.0,,,,,3,14.0,10.0,2020.0,9.0,57.0,Other Management,,34.0,Female,,,,,,,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,1.0,No,Yes,City with population over 1 million,4520,,2,1,6,0,212.38235,212.38235,212.38235,40
713533,5143,Motor Vehicles,Small,Gauteng,Fabricated metal products,Manufacturing,Gauteng,Medium,17,12,2020,13,22,ZAF,INT_C010,English,Firm,Yes,4.0,No,,,,,2020,2,29,Shareholding company with non-traded shares or shares traded privately,,100,Yes,100,0,0,0,No,No,No,,1987,5,1987,10,No,No,,No,,,Yes,2.0,2.0,0.0,None,,Yes,50.0,No,,,No,,,No,No obstacle,Manufacturing of ,manufacturing of aluminium windows,100,5000000.0,five million ,5500000.0,100,0,0,,,,,,,,No losses,No losses,100,0,,,,No obstacle,No obstacle,We fixed it and took action to make sure it did not happen again,No,,No,,,,No,,Based solely on performance and ability,Rarely or never,Local â main product sold mostly in same municipality where establishment is located,10.0,10,1 to 5,South African private firms operating in the same Province ,Happy with my current supplier didnât want to change,Happy with my current distributor  didnât want to change,No,No,No,No,No,No,Other obstacles not mentioned above,None of the above,No obstacle,No,,,,No,,,No,,100.0,168.0,100,100,No,,,,,,No obstacle,Yes,1.0,,No,,,No,No,No,No,No obstacle,100,0,0,0,0,No,,,,,,,,,,,,,,,No,,,Yes,Yes,No,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,No,No obstacle,Tend to agree,No time was spent,No,,,No,,No payments or gifts are paid,,No,,,,,,,,,,No,,,No,,,No,,,,No,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,1,4,6,3,2,5,40,40,40.0,0.0,40.0,0.0,0.0,0.0,0.0,,No full-time seasonal or temporary workers,,,80.0,,10,10,10,10,0,Does not apply,0,Does not apply,0,Does not apply,0,Does not apply,As required,As required,As required,As required,As required,As required,No,,,,,,No,,,,,,No obstacle,No obstacle,Electricity,13,4,7,12,11,15,2,6,8,9,14,3,10,1,5,Yes,12.0,Decrease,,30.0,Decrease,Decrease,Yes,Remain the same,Decrease,5.0,5.0,Decrease,None of the above,No,,,,,,No,,Wage subsidies,,0.0,1000000.0,3000000.0,500000.0,,4500000.0,3000000.0,10000000.0,2,17.0,12.0,2020.0,13.0,29.0,Other Management,,10.0,Male,,,,,,,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,1.0,No,No,50.000 to 250.000,2811,,2,1,4,0,226.71428,226.71428,226.71428,37
713534,5159,Construction,Small,Gauteng,Construction Section F: ,Other services,Gauteng,Large,1,12,2020,13,12,ZAF,INT_C010,English,Firm,No,,,,,,,2020,2,29,Shareholding company with non-traded shares or shares traded privately,,100,No,100,0,0,0,No,No,No,,1999,1,1999,20,No,No,,No,,,Yes,3.0,2.0,0.0,None,,Yes,100.0,No,,,,,,No,No obstacle,Construction of,construction of residential homes,100,140000000.0,one hundred and forty million ,130000000.0,100,0,0,,,,,,,,No losses,No losses,100,0,,,,Minor obstacle,No obstacle,We fixed it and took action to make sure it did not happen again,No,,No,,,,No,,Based solely on performance and ability,Rarely or never,,,10,1 to 5,South African private firms operating in the same Province ,Happy with my current supplier didnât want to change,Happy with my current distributor  didnât want to change,No,No,No,No,,No,Other obstacles not mentioned above,None of the above,No obstacle,No,,,,No,,,No,,,,50,50,No,,,,,,No obstacle,Yes,1.0,,No,,,No,No,No,No,No obstacle,50,50,0,0,0,No,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Private commercial banks,2020.0,1000000.0,No,,,,,,,1.0,600000.0,No,Yes,,Application was approved in full,No,No obstacle,Tend to agree,No time was spent,No,,,No,,No payments or gifts are paid,,No,,,,,,,,,,No,,,No,,,Yes,4.0,Ownership ,Management Control ,No,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,6,5,4,2,3,1,250,200,,,,,,,,30.0,No full-time seasonal or temporary workers,,,80.0,,30,30,30,30,30,30,30,30,10,Does not apply,0,Does not apply,As required,As required,As required,As required,As required,As required,No,,,,,,No,,,,,,No obstacle,No obstacle,Electricity,14,11,4,7,3,15,10,5,12,9,8,13,2,6,1,Yes,5.0,Decrease,,30.0,Decrease,Decrease,Yes,Decrease,Decrease,90.0,0.0,Decrease,None of the above,No,,,,,,No,,Deferral of tax payments,,0.0,8000000.0,,250000.0,,,,,2,1.0,12.0,2020.0,13.0,20.0,Owner,,20.0,Male,,,,,,,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,1.0,No,No,Less than 50.000,4520,,2,1,6,0,212.38235,212.38235,212.38235,40
713535,5193,Construction,Small,Gauteng,Construction Section F: ,Other services,Gauteng,Medium,20,10,2020,9,32,ZAF,INT_C011,English,Firm,No,,,,,,,2019,12,31,Shareholding company with non-traded shares or shares traded privately,,100,No,100,0,0,0,No,No,No,,1994,56,1994,33,No,No,,No,,,Yes,5.0,2.0,0.0,5.0,,Yes,60.0,No,,,,,,Yes,Major obstacle,Construction of,construction of buildings,40,5000000.0,five million ,10000000.0,100,0,0,,,,,,,,5,5.0,0,100,No,,,Major obstacle,Moderate obstacle,We fixed it and took action to make sure it did not happen again,No,,No,,,,No,,Based solely on performance and ability,After 6 months of identifying under-performance,,,5,1 to 5,Imports from other countries ,Happy with my current supplier didnât want to change,Happy with my current distributor  didnât want to change,No,No,No,No,,No,They have favored access to subsidies and government support or contracts,None of the above,No obstacle,No,,,,No,,,No,,,,0,0,No,,,,,,Minor obstacle,Yes,5.0,,No,,,No,No,No,No,Moderate obstacle,100,0,0,0,0,No,,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,Yes,Minor obstacle,Tend to disagree,40,Yes,1.0,No,No,,No payments or gifts are paid,,No,,,,,,,,,,No,,,No,,,Yes,2.0,Ownership ,Skills Development,No,Minor obstacle,Minor obstacle,Moderate obstacle,Moderate obstacle,Moderate obstacle,Minor obstacle,3,1,5,4,2,6,40,40,,,,,,,,4.0,No full-time seasonal or temporary workers,,,70.0,,1,Does not apply,0,Does not apply,0,Does not apply,4,4,0,Does not apply,35,Does not apply,As required,As required,As required,As required,As required,As required,No,,,,,,No,,,,,,Minor obstacle,Moderate obstacle,Electricity,13,10,5,12,9,6,8,7,11,1,14,15,3,2,4,Yes,12.0,Decrease,,30.0,Decrease,Decrease,Yes,Decrease,Remain the same,7.0,0.0,Decrease,None of the above,No,,,,,,No,,Deferral of tax payments,,0.0,250000.0,,100000.0,,,,,5,20.0,10.0,2020.0,9.0,32.0,Other Management,,26.0,Male,,,,,,,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,1.0,No,No,50.000 to 250.000,4520,,2,1,6,0,212.38235,212.38235,212.38235,40
713536,5215,Retail,Small,Gauteng,Services of motor vehicles,Other services,Gauteng,Small,30,11,2020,13,59,ZAF,INT_C012,English,Firm,No,,,,,,,2020,2,29,Shareholding company with non-traded shares or shares traded privately,,100,Yes,100,0,0,0,Yes,No,No,,2006,5,2006,10,No,No,,No,,,No,,,,,,No,,No,,,,,,No,No obstacle,Provide services of ,Tyre and tube fitting and replacement,100,3000000.0,three million ,10000000.0,100,0,0,,,,,,,,No losses,No losses,100,0,,,,No obstacle,No obstacle,We fixed it and took action to make sure it did not happen again,No,,No,,,,No,,Based solely on performance and ability,Rarely or never,,,6,More than 5,South African private firms operating in the same Province ,Happy with my current supplier didnât want to change,Happy with my current distributor  didnât want to change,No,No,No,No,,No,Other obstacles not mentioned above,None of the above,No obstacle,No,,,,No,,,No,,,,50,50,No,,,,,,No obstacle,No,,,No,,,No,No,No,No,No obstacle,100,0,0,0,0,No,,,,,,,,,,,,,,,,,,Yes,Yes,No,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,No,No obstacle,Tend to agree,No time was spent,No,,,No,,No payments or gifts are paid,,No,,,,,,,,,,No,,,No,,,No,,,,No,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,5,6,4,1,2,3,11,11,,,,,,,,0.0,No full-time seasonal or temporary workers,,,30.0,,1,Does not apply,1,Does not apply,1,Does not apply,0,Does not apply,0,Does not apply,8,Does not apply,As required,As required,As required,As required,As required,As required,No,,,,,,No,,,,,,No obstacle,No obstacle,Electricity,5,12,15,3,13,14,10,4,2,11,6,7,9,8,1,Yes,10.0,Decrease,,10.0,Decrease,Remain the same,Yes,Remain the same,Remain the same,,,Remain the same,,Don't know (spontaneous),,,,,,No,,Wage subsidies,,0.0,250000.0,,120000.0,,,,,4,30.0,11.0,2020.0,14.0,0.0,Other Management,,2.0,Male,,,,,,,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,1.0,Yes,No,Over 250.000 to 1 million,5020,,2,1,7,0,193.48,193.48,193.48,41
713537,5354,Construction,Small,Gauteng,Construction Section F: ,Other services,Gauteng,Small,13,1,2021,10,48,ZAF,Int_C015,English,Firm,No,,,,,,,2020,3,31,Shareholding company with non-traded shares or shares traded privately,,100,No,100,0,0,0,No,No,No,,1997,20,1997,10,Yes,No,,No,,,Yes,15.0,2.0,0.0,None,,No,,No,,,,,,Yes,Major obstacle,Construction of,construction of  homes and buildings,100,15000000.0,fifteen million ,25000000.0,100,0,0,,,,,,,,No internal shipments made (does not apply),,100,0,,,,Minor obstacle,Minor obstacle,We fixed it and took action to make sure it did not happen again,No,,No,,,,No,,Non-managers are normally not promoted,Rarely or never,,,1,More than 5,South African private firms operating in the same Province ,Happy with my current supplier didnât want to change,Happy with my current distributor  didnât want to change,No,No,No,Yes,,Yes,Other obstacles not mentioned above,Criteria for licensing that puts certain types of firms at a disadvantage.,Moderate obstacle,No,,,,No,,,Yes,20000.0,,,100,100,Yes,14.0,No,,,,Minor obstacle,Yes,5.0,,No,,,No,No,No,Yes,Moderate obstacle,100,0,0,0,0,Yes,150000.0,0.0,,50000.0,,100000.0,,0.0,,0.0,,0.0,,0.0,,,,Yes,Yes,No,,,,,,,,,,,,,No,No,Interest rates were not favorable,,Yes,Moderate obstacle,Tend to disagree,40,Yes,1.0,No,No,,No payments or gifts are paid,,No,,,,,,,,No,,No,,,No,,,No,,,,No,Minor obstacle,Minor obstacle,No obstacle,Very severe obstacle,Major obstacle,Minor obstacle,2,1,5,3,6,4,15,20,,,,,,,,10.0,2,2.0,3.0,90.0,,2,1,2,1,1,Does not apply,2,2,0,Does not apply,3,Does not apply,As required,As required,As required,As required,As required,As required,No,,,,,,No,,,,,,Minor obstacle,Minor obstacle,Political instability,2,4,11,10,5,7,6,9,14,12,1,13,3,15,8,Yes,24.0,Decrease,,70.0,Decrease,Decrease,Don't know (spontaneous),Don't know (spontaneous),Remain the same,,,Decrease,Delaying payments to suppliers or workers,Yes,No,No,No,No,Yes,Yes,uif ters funding,Wage subsidies,,16.0,8000000.0,,2000000.0,,,,,5,13.0,1.0,2021.0,11.0,15.0,Owner,,13.0,Female,,,,,,,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,1.0,No,No,50.000 to 250.000,4520,,2,1,6,0,212.38235,212.38235,212.38235,40
713538,5385,Construction,Small,Gauteng,Basic metals,Manufacturing,Gauteng,Medium,30,11,2020,11,40,ZAF,INT_C012,English,Firm,No,,,,,,,2020,2,29,Partnership,,50,Yes,100,0,0,0,No,No,No,,1990,20,1990,5,No,No,,No,,,Yes,5.0,2.0,0.0,50.0,,Yes,100.0,No,,,No,,,Yes,No obstacle,Manufacturing of ,"Manufacturing of Light steel (trusses, partitions, structural walls panels)",100,14000000.0,fourteen million ,15000000.0,100,0,0,,,,,,,,No losses,No losses,100,0,,,,No obstacle,No obstacle,We fixed it and took action to make sure it did not happen again,No,,No,,,,No,,Based solely on performance and ability,Rarely or never,Local â main product sold mostly in same municipality where establishment is located,6.0,6,More than 5,South African private firms operating in the same Province ,Happy with my current supplier didnât want to change,Happy with my current distributor  didnât want to change,No,No,No,No,No,No,Other obstacles not mentioned above,None of the above,No obstacle,No,,,,No,,,No,,100.0,42.0,100,100,No,,,,,,No obstacle,No,,,No,,,No,No,No,No,No obstacle,100,0,0,0,0,No,,,,,,,,,,,,,,,No,,,Yes,Yes,No,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,No,No obstacle,Tend to agree,No time was spent,No,,,No,,No payments or gifts are paid,,No,,,,,,,,,,No,,,No,,,No,,,,No,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,4,5,2,3,1,6,50,35,50.0,0.0,0.0,50.0,0.0,50.0,0.0,,No full-time seasonal or temporary workers,,,40.0,,5,5,5,5,5,Does not apply,0,Does not apply,0,Does not apply,25,Does not apply,As required,As required,As required,As required,As required,As required,No,,,,,,No,,,,,,No obstacle,No obstacle,Electricity,14,7,2,3,10,13,11,4,12,5,15,8,6,9,1,Yes,8.0,Remain the same,,,Remain the same,Remain the same,Yes,Remain the same,Remain the same,,,Remain the same,,Don't know (spontaneous),,,,,,No,,Wage subsidies,,30.0,2000000.0,500000.0,500000.0,,3000000.0,500000.0,80000000.0,4,30.0,11.0,2020.0,11.0,48.0,Other Management,,20.0,Female,,,,,,,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,1.0,No,Yes,City with population over 1 million,2710,,2,1,6,0,212.38235,212.38235,212.38235,40
