idstd,id,recnumber,rotation,cards,a0,a1,a1a,a2,a3a,a3b,a3c,a3,a4a,a4b,a5,a6a,a6b,a7,a7a,a8,a9,a10,a11,a12,a13,a14d,a14m,a14y,a14h,a14min,b1,b1x,b3,b2a,b2b,b2c,b2d,b4,b4a,b5,b6,b6a,b6b,b7,b7a,b8,c3,c4,c5,c6,c7,c8,c9a,c9b,c10,c11,c12,c13,c14,c15,c16,c17,c22a,c22b,c28,c30a,c30b,d1a1x,d1a2,d1a3,GHAd1a1bx,GHAd1a2b,GHAd1a1cx,GHAd1a2c,d2,d2x,n3,d3a,d3b,d3c,d4,d6,d7,d8,d10,d11,d12a,d12b,d13,d14,d16,d17,GHAd12a,GHAd12ax,GHAd12b1x,GHAd12b2,GHAd12b2x,GHAd12c1x,GHAd12c2,GHAd12c2x,GHAd12d1x,GHAd12d2,GHAd12d2x,GHAd12ea,GHAd12eb,GHAd12ec,GHAd12ed,d30a,d30b,e1,e2b,e6,e11,e30,h1,h2,h3,h4a,h4b,h5,h6,h7,h8,f1,f2,g1a,g1b,g1c,g2,g3,g4,g5a,g5b,g5bx,g6a,g6b,g6c,g30a,i1,i2a,i2b,i3,i4a,i4b,i30,k1c,k2c,k3a,k3bc,k3e,k3f,k3hd,k4,n5a,n5b,k5a,k5i,k5bc,k5e,k5f,k5hdj,k6,k7,k8,k9,k10,k11,k13,k14a,k14b,k14c,k14d,k14e,k15a,k15b,k15c,k15d,k16,k17,k20a,k21,k30,MMs1,MMs2,MMs3,MMs4,MMs5,MMs6,MMs7,MMs8,MMs9,MMs10,MMs11a,MMs11b,MMs11c,MMs11d,MMs11e,MMs11f,MMs12a,MMs12b,MMs12c,MMs12d,h7a,j2,j3,j4,j5,j6a,j6,j7a,j7b,j10,j11,j12,j13,j14,j15,j30a,j30b,j30c,j30e,j30f,h30,l1,l2,l3a,l3b,l4a,l4b,l5a,l5b,l5,l6,l6a,l8,l9a,l9a2,l9b,l10,l11a,l11b,l30a,l30b,m1a,m1d,n2a,n2e,n2f,n2b,n2ra,n2rb,n2i,n2j,n6a,n6b,n7a,n7b,a15a2,a15a3,a15b2,a15b3,a15c2,a15c3,a15d,a15m,a15y,a15h,a15min,a16,a17,a18,a19h,a19m,panel,idquest,wstrict,wmedian,wweak,strata
557898,94069,9406,3,(A) with cards,Other services,Ghana,English,Tema,Accra,Yes,Yes,City with population over 1 million,Wholesale,Wholesale,"Yes, screener and sample frame info match",Medium & Large,Medium >=20 and <=99,"No, a firm on its own",1,NA,NA,NA,NA,10556,10002,20,3,2014,10,10,Limited partnership,,60,0,100,0,0,No,,2005,15,Yes,2005,15,No,No,No,,,Yes,7.0,12.0,2.0,,Yes,5.0,No,,,,,,Yes,No,Yes,Moderate obstacle,Moderate obstacle,Selling of motorcycles,5159,100,,,,,3000000,Three million,1500000,90,0,10,,,,2008.0,No losses,No losses,,,,,,,,,,,,,,,,,,,,,,Moderate obstacle,Major obstacle,,,,DK,No obstacle,No,,No,No,No,No,No,No,No,,,0,100,0,No,,,,,,,,,Moderate obstacle,Yes,1.0,,No,,,No obstacle,50,50,70,0,0,30,0,No,,,,,,,,,Yes,No,No,,,,,,,,,,,,,No,No,Application procedures were complex,,Yes,Major obstacle,No,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,DK,1,Yes,2.0,DK,No,,DK,,No,,,No,,,Major obstacle,Major obstacle,Moderate obstacle,No obstacle,DK,DK,22,20,,,,,,,4.0,10,0.0,Less than one month,,,80,No,,,Minor obstacle,Minor obstacle,Access to finance,Business licensing and permits,60000,,,500,,,,,,,,,8,Male,,,,,20,3,2014,11,0,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,0,,1.0,1.391204193663801,2.400587307174481,98.0
557899,94070,9387,3,(B) without cards,Manufacturing,Ghana,English,Tema,Accra,Yes,Yes,Over 250.000 to 1 million,Electronics (31 & 32),Non metallic mineral products,"No, does not match",Medium & Large,Medium >=20 and <=99,"No, a firm on its own",1,NA,NA,NA,NA,10556,10002,24,3,2014,12,50,Limited partnership,,70,0,100,0,0,No,,2005,DK,Yes,2005,20,No,No,No,,,Yes,5.0,6.0,10.0,,Yes,30.0,No,,,The establishment does not use water for production,,,Yes,Yes,Yes,Major obstacle,Minor obstacle,Fibre glass poles,2610,60,sales & and installation of electrical equipment and gadgets,40.0,Does not apply,,DK,,DK,90,0,10,7.0,No losses,No losses,2006.0,No losses,No losses,10.0,90.0,Yes,Less than one day,DK,,-9.0,,Selica sand,-9.0,,Limestone,-9.0,,Pole mould,-9.0,,0.0,0.0,0.0,-9.0,Moderate obstacle,Major obstacle,National,DK,No,No,No obstacle,No,,No,No,No,No,No,No,No,30.0,40.0,0,100,0,No,,,,,,,,,Moderate obstacle,Yes,1.0,,No,,,No obstacle,0,50,90,0,0,10,0,No,,,,,,,,,Yes,No,No,,,,,,,,,,,,,No,No,Application procedures were complex,,Yes,Major obstacle,No,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,DK,2,No,,,Yes,No payments,DK,,No,,,No,,,Major obstacle,Major obstacle,No obstacle,No obstacle,No obstacle,No obstacle,60,DK,50.0,10.0,40.0,10.0,4.0,4.0,,No full-time seasonal or temporary workers,,,DK,No female production workers,DK,Yes,100.0,No employees in a category were trained,No obstacle,Minor obstacle,Customs and trade regulations,Business licensing and permits,DK,DK,DK,DK,DK,DK,,DK,DK,DK,DK,DK,9,Male,,,,,24,3,2014,13,40,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,0,,1.9412564759761706,4.094183144977094,7.49785346903123,90.0
557900,94071,9245,1,(A) with cards,Retail,Ghana,English,Accra,Accra,Yes,Yes,Over 250.000 to 1 million,Retail,Retail,"Yes, screener and sample frame info match",Medium & Large,Medium >=20 and <=99,"No, a firm on its own",1,NA,NA,NA,NA,10556,10002,21,3,2014,11,0,Limited partnership,,80,100,0,0,0,Yes,20.0,1994,7,Yes,1994,20,No,No,No,,,Yes,5.0,6.0,1.0,,Yes,5.0,No,,,,,,Yes,Yes,Yes,Moderate obstacle,Minor obstacle,Retail of medicinal and edible seeds,5231,70,,,,,3000000,Three million,1000000,40,0,60,,,,1994.0,No losses,No losses,,,,,,-9.0,,,,,,,,,,,,,,,,Minor obstacle,Moderate obstacle,,,,Yes,No obstacle,No,,No,No,No,No,No,No,No,,,100,0,0,No,,,-9.0,,,100.0,0.0,0.0,Minor obstacle,Yes,1.0,,No,,,No obstacle,0,0,100,0,0,0,0,No,,,,,,,,,Yes,No,No,,,,,,,,,,,,,No,No,Application procedures were complex,,Yes,Major obstacle,No,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,DK,1,No,,,No,,DK,,No,,,No,,,Moderate obstacle,Moderate obstacle,Minor obstacle,No obstacle,Major obstacle,No obstacle,22,21,,,,,,,7.0,No full-time seasonal or temporary workers,,,,,90,No,,,No obstacle,Minor obstacle,Access to finance,Access to finance,90000,,,300,,,DK,,,,,,20,Male,,,,,21,3,2014,11,52,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,0,,1.0286046339984547,2.179470040443045,4.176666282979441,27.0
557901,94072,9375,3,(B) without cards,Retail,Ghana,English,Tema,Accra,Yes,Yes,City with population over 1 million,Chemicals,Retail,"No, does not match",Medium & Large,Medium >=20 and <=99,Yes,4,HQ with production and/or sales in this location,NA,NA,Yes,10556,10002,20,3,2014,15,30,Sole proprietorship,,100,100,0,0,0,Yes,100.0,2000,4,Yes,2000,17,Yes,No,No,,,Yes,10.0,12.0,None,,No,,No,,,,,,Yes,No,Yes,Moderate obstacle,Minor obstacle,Retail of food products,5220,50,,,,,800000,Eight hundred thousand,600000,100,0,0,,,,,No losses,No losses,,,,,,-9.0,,,,,,,,,,,,,,,,Moderate obstacle,Moderate obstacle,,,,Yes,Minor obstacle,No,,No,No,No,No,No,No,No,,,0,100,0,No,,,-9.0,,,0.0,100.0,0.0,Major obstacle,No,,,No,,,No obstacle,50,10,50,0,0,50,0,No,,,,,,,,,Yes,No,No,,,,,,,,,,,,,No,No,Collateral requirements were too high,,Yes,Very Severe Obstacle,No,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Tend to agree,No time was spent,Yes,2.0,No,No,,No payments or gifts are paid,,No,,,No,,,Moderate obstacle,Moderate obstacle,Moderate obstacle,No obstacle,Major obstacle,No obstacle,21,16,,,,,,,16.0,No full-time seasonal or temporary workers,,,,,40,No,,,No obstacle,No obstacle,Access to finance,Business licensing and permits,42000,,,200,,,DK,,,,,,13,Female,,,,,20,3,2014,16,20,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,0,,1.0,1.1604199482479194,2.1973709233240855,82.0
557902,94073,9165,1,(A) with cards,Other services,Ghana,English,Tema,Accra,Yes,Yes,City with population over 1 million,"Publishing, printing, and Recorded media",Construction Section F,"No, does not match",Small >=5 and <=19,Small >=5 and <=19,"No, a firm on its own",1,NA,NA,NA,NA,10371,10002,18,3,2014,14,5,Sole proprietorship,,100,100,0,0,0,Yes,100.0,2006,DK,Yes,2006,7,Yes,No,No,,,No,,,,,No,,No,,,,,,No,No,Yes,No obstacle,Minor obstacle,Construction of urban roads,4520,100,,,,,DK,,DK,DK,DK,DK,,,,DK,NA,NA,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,,Yes,Moderate obstacle,No,,No,No,No,No,No,No,No,,,0,100,0,No,,,,,,,,,Moderate obstacle,No,,,No,,,No obstacle,DK,DK,40,60,0,0,0,No,,,,,,,,,Yes,No,Yes,Private commercial banks,DK,Refuse,No,,,,,,,1.0,DK,Yes,Yes,,Application was approved,No,Major obstacle,No,,,,,,,,,,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Strongly agree,DK,Yes,4.0,No,No,,Refusal,,No,,,No,,,Major obstacle,Major obstacle,Very Severe Obstacle,Very Severe Obstacle,Very Severe Obstacle,Very Severe Obstacle,5,3,,,,,,,2.0,No full-time seasonal or temporary workers,,,,,DK,No,,,Minor obstacle,Minor obstacle,Access to finance,Access to finance,DK,,,DK,,,,,,,,,7,Female,,,,,18,3,2014,15,57,Somewhat truthful,Are arbitrary and unreliable numbers,One visit in face-to-face interview with one person,,,0,,1.2591917427027277,2.035473175202201,5.961802770950606,87.0
557903,94074,9159,1,(A) with cards,Manufacturing,Ghana,English,Tema,Tema,No,No,City with population over 1 million,Machinery and equipment,Basic metals,"No, screener and sample frame do not match but establishment still does activities that match sample frame",Small >=5 and <=19,Small >=5 and <=19,"No, a firm on its own",1,NA,NA,NA,NA,10556,10002,20,3,2014,12,0,Limited partnership,,70,0,100,0,0,No,,1995,8,Yes,1995,24,No,No,Yes,21.0,No,Yes,10.0,6.0,25.0,,Yes,30.0,No,,,DK,,,Yes,No,Yes,Major obstacle,Moderate obstacle,Manufacturing of galvanised square pipe,2710,60,Manufacturing of galvanised square pipe,40.0,Does not apply,,1000000,One million,700000,100,0,0,,,,,No losses,No losses,0.0,100.0,Yes,14.0,DK,,500000.0,Five hundred thousand,Galvanised steel,500000.0,Five hundred thousand,Does not apply,,,,,,100.0,-7.0,-7.0,-7.0,Moderate obstacle,Major obstacle,National,Too many to count,No,Yes,No obstacle,No,,No,No,No,No,No,No,No,60.0,40.0,0,100,0,Yes,21.0,No,,,,,,,Major obstacle,Yes,1.0,,No,,,No obstacle,0,20,80,0,0,20,0,Yes,20000.0,DK,100.0,0.0,0.0,0.0,0.0,0.0,Yes,No,No,,,,,,,,,,,,,No,No,Collateral requirements were too high,,Yes,Very Severe Obstacle,No,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,DK,1,Yes,1.0,No,No,,DK,,No,,,No,,,Major obstacle,Major obstacle,Moderate obstacle,No obstacle,Major obstacle,Minor obstacle,18,15,13.0,5.0,13.0,0.0,0.0,2.0,,No full-time seasonal or temporary workers,,,12.0,No female production workers,40,No,,,Minor obstacle,Moderate obstacle,Access to finance,Access to finance,65000,500000.0,6000.0,3000,0.0,0.0,,20000.0,DK,DK,500000.0,300000.0,5,Male,,,,,20,3,2014,13,0,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,0,,1.3740887469134377,2.166788662593758,5.176040839716596,83.0
557904,94075,9162,1,(B) without cards,Manufacturing,Ghana,English,Tema,Tema,No,No,City with population over 1 million,Basic metals,Fabricated metal products,"No, screener and sample frame do not match but establishment still does activities that match sample frame",Small >=5 and <=19,Small >=5 and <=19,"No, a firm on its own",1,NA,NA,NA,NA,10426,10002,27,3,2014,9,11,Sole proprietorship,,100,100,0,0,0,No,,1996,6,Yes,1996,17,No,Yes,No,,,Yes,DK,,DK,,Yes,DK,No,,,No,,,DK,Yes,Yes,Major obstacle,Moderate obstacle,"Making of metal casting, grates",2899,100,Does not apply,,,,450000,Four hundred fifty thousand,280000,100,0,0,,,,,No losses,No losses,100.0,0.0,,,DK,,-9.0,,Sodium silicate,-9.0,,Silicate sand,-9.0,,Co2 gas,-9.0,,100.0,100.0,100.0,-7.0,Moderate obstacle,Minor obstacle,National,DK,No,Yes,Minor obstacle,No,,Yes,No,No,No,No,No,No,DK,48.0,0,100,0,No,,,,,,,,,Major obstacle,Yes,,4000.0,No,,,Moderate obstacle,0,40,100,0,0,0,0,Yes,30000.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,Yes,No,No,,,,,,,,,,,,,No,No,Collateral requirements were too high,,Yes,Very Severe Obstacle,No,,,,,,,,,,Yes,No,No,No,No,No,No,Yes,Yes,No,Strongly agree,DK,Yes,4.0,No,No,,No payments or gifts are paid,,No,,,No,,,Major obstacle,Major obstacle,No obstacle,Major obstacle,Major obstacle,Moderate obstacle,10,16,9.0,1.0,4.0,5.0,0.0,0.0,,No full-time seasonal or temporary workers,,,12.0,No female production workers,80,No,,,No obstacle,Moderate obstacle,Access to finance,Access to finance,42000,DK,500.0,3600,0.0,1200.0,,DK,DK,DK,DK,DK,17,Male,,,,,27,3,2014,10,20,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,0,,1.3740887469134377,2.166788662593758,5.176040839716596,83.0
557905,94076,9397,1,(B) without cards,Other services,Ghana,English,Tema,Accra,Yes,Yes,City with population over 1 million,Retail,Wholesale,"No, screener and sample frame do not match but establishment still does activities that match sample frame",Medium & Large,Medium >=20 and <=99,"No, a firm on its own",1,NA,NA,NA,NA,10556,10003,24,4,2014,8,0,Limited partnership,,60,0,100,0,0,No,,2006,15,Yes,2006,15,No,No,No,,,Yes,10.0,6.0,15.0,,Yes,25.0,No,,,,,,Yes,Yes,Yes,Major obstacle,Minor obstacle,Contract packaging,5190,50,,,,,1200000,One million two hundred thousand,900000,100,0,0,,,,,No losses,No losses,,,,,,,,,,,,,,,,,,,,,,Moderate obstacle,Major obstacle,,,,DK,No obstacle,No,,Yes,No,No,No,No,No,No,,,100,0,0,No,,,,,,,,,Moderate obstacle,Yes,1.0,,No,,,No obstacle,0,0,80,20,0,0,0,Yes,50000.0,DK,100.0,0.0,0.0,0.0,0.0,0.0,Yes,No,No,,,,,,,,,,,,,No,Yes,,Application was approved,Yes,Major obstacle,No,,,,,,,,,,No,No,No,No,Yes,Yes,No,No,No,No,DK,1,No,,,No,,10.0,,No,,,No,,,Major obstacle,Major obstacle,Moderate obstacle,Minor obstacle,Very Severe Obstacle,DK,42,40,,,,,,,10.0,No full-time seasonal or temporary workers,,,,,80,Yes,,,No obstacle,Minor obstacle,Access to land,Access to finance,120000,,,4000,,,,,,,,,5,Male,,,,,24,4,2014,8,50,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,0,,1.0,1.4063758996539968,2.341297492590361,94.0
557906,94077,9136,3,(B) without cards,Manufacturing,Ghana,English,Tema,Tema,No,No,City with population over 1 million,Food,Food,"Yes, screener and sample frame info match",Small >=5 and <=19,Small >=5 and <=19,"No, a firm on its own",1,NA,NA,NA,NA,10751,10003,23,4,2014,9,0,Sole proprietorship,,100,100,0,0,0,Yes,100.0,1991,3,Yes,1990,20,No,Yes,No,,,Yes,7.0,4.0,5.0,,No,,No,,,Yes,8.0,24.0,No,No,Yes,Minor obstacle,Minor obstacle,Gari,1549,50,Cassava dough,30.0,Palm oil,10.0,150000,One hundred and fifty thousand,100000,0,0,100,21.0,DK,1.0,1992.0,NA,NA,100.0,0.0,,,30.0,,100000.0,One hundred thousand,Gari,40000.0,Forty thousand,Cassava dough,30000.0,Thirty thousand,Palm oil,10000.0,Ten thousand,40.0,30.0,20.0,10.0,Major obstacle,Major obstacle,International,,No,No,No obstacle,DK,,DK,DK,Yes,No,DK,DK,No,80.0,12.0,100,0,0,No,,,,,,,,,Minor obstacle,No,,,No,,,No obstacle,10,DK,90,0,0,10,0,No,,,,,,,,,Yes,No,No,,,,,,,,,,,,,No,No,Interest rates were not favorable,,Yes,Minor obstacle,No,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Strongly agree,DK,Yes,6.0,Refuse,No,,Refusal,,No,,,No,,,Moderate obstacle,Minor obstacle,Minor obstacle,Major obstacle,No obstacle,No obstacle,6,8,4.0,2.0,2.0,2.0,2.0,1.0,,6,6.0,5.0,12.0,12.0,10,No,,,No obstacle,No obstacle,Transport,Business licensing and permits,4000,10000.0,500.0,800,DK,DK,,600.0,DK,DK,DK,DK,20,Male,,,,,23,4,2014,10,16,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,0,,1.7758728767500116,3.2629018054855994,9.676245543456272,75.0
557907,94078,9151,1,(A) with cards,Manufacturing,Ghana,English,Tema,Accra,Yes,Yes,City with population over 1 million,Chemicals,Non metallic mineral products,"No, does not match",Small >=5 and <=19,Small >=5 and <=19,"No, a firm on its own",1,NA,NA,NA,NA,10556,10003,2,4,2014,11,40,Sole proprietorship,,100,100,0,0,0,No,,2001,4,Yes,2001,18,No,No,No,,,Yes,12.0,12.0,DK,,No,,No,,,Yes,15.0,48.0,No,No,Yes,Major obstacle,Minor obstacle,Manufacturing of blocks,2699,50,Manufacturing of slabs,30.0,Manufacturing of designer blocks,20.0,500000,Five hundred thousand,300000,100,0,0,,,,,No losses,No losses,95.0,5.0,No,,DK,,300000.0,Three hundred thousand,Sand,-9.0,,Cement,-9.0,,Water,-9.0,,0.0,5.0,0.0,-7.0,Moderate obstacle,Moderate obstacle,Local,Too many to count,No,Yes,Minor obstacle,No,,No,No,No,No,No,No,No,60.0,48.0,0,100,0,No,,,,,,,,,Major obstacle,No,,,No,,,No obstacle,20,50,70,0,0,30,0,No,,,,,,,,,Yes,No,No,,,,,,,,,,,,,No,No,Collateral requirements were too high,,No,Major obstacle,No,,,,,,,,,,No,No,No,No,Yes,Yes,No,No,No,No,Tend to agree,No time was spent,Yes,3.0,No,No,,10.0,,No,,,No,,,Major obstacle,Major obstacle,Moderate obstacle,Minor obstacle,Major obstacle,No obstacle,10,11,8.0,2.0,4.0,4.0,DK,DK,,5,DK,Less than one month,9.0,9.0,20,No,,,No obstacle,No obstacle,Access to finance,Access to finance,20000,30000.0,DK,600,DK,DK,,DK,DK,DK,5000.0,DK,13,Male,,,,,2,4,2014,12,33,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,0,,1.1408053411538872,2.0905701535457895,6.331337602867089,79.0
557908,94079,9146,1,(B) without cards,Manufacturing,Ghana,English,Tema,Tema,No,No,City with population over 1 million,Plastics & rubber,Plastics & rubber,"Yes, screener and sample frame info match",Small >=5 and <=19,Small >=5 and <=19,"No, a firm on its own",1,NA,NA,NA,NA,10556,10003,25,4,2014,9,30,Sole proprietorship,,100,0,100,0,0,No,,2001,5,Yes,2001,20,No,No,No,,,Yes,6.0,6.0,20.0,,Yes,30.0,No,,,Yes,DK,,Yes,No,Yes,Major obstacle,Minor obstacle,Manufacturing of Plastic bags,2520,60,Manufacturing of Plastic rolls,40.0,Does not apply,,DK,,DK,95,5,0,,,,2008.0,No losses,No losses,0.0,100.0,Yes,14.0,DK,,-9.0,,Low density polythene(LDPE),-9.0,,High density polythene(HDPE),-9.0,,Does not apply,,,100.0,100.0,-7.0,-7.0,Moderate obstacle,Major obstacle,National,Too many to count,No,DK,DK,No,,No,No,No,No,No,No,No,60.0,48.0,100,0,0,No,,,,,,,,,Major obstacle,Yes,1.0,,No,,,No obstacle,0,0,100,0,0,0,0,No,,,,,,,,,Yes,No,No,,,,,,,,,,,,,No,No,Application procedures were complex,,Yes,Major obstacle,No,,,,,,,,,,No,No,No,No,Yes,Yes,No,No,No,No,DK,No time was spent,Yes,1.0,DK,No,,DK,,No,,,No,,,Major obstacle,Major obstacle,Moderate obstacle,Minor obstacle,Major obstacle,DK,15,15,10.0,5.0,8.0,2.0,DK,DK,,No full-time seasonal or temporary workers,,,DK,DK,20,No,,,Minor obstacle,Minor obstacle,Customs and trade regulations,Access to finance,DK,DK,DK,DK,DK,DK,,DK,DK,DK,DK,DK,10,Male,,,,,25,4,2014,10,30,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,0,,1.1408053411538872,2.0905701535457895,6.331337602867089,79.0
557909,94080,9152,3,(B) without cards,Manufacturing,Ghana,English,Tema,Tema,No,No,Over 250.000 to 1 million,Chemicals,Chemicals,"Yes, screener and sample frame info match",Small >=5 and <=19,Small >=5 and <=19,"No, a firm on its own",1,NA,NA,NA,NA,10556,10003,14,4,2014,12,0,Limited partnership,,70,100,0,0,0,No,,2000,8,Yes,2000,20,No,No,No,,,Yes,10.0,6.0,10.0,,No,,No,,,Yes,4.0,48.0,Yes,No,Yes,Major obstacle,Minor obstacle,Manufacturing of liquid soap,2424,70,Selling of disinfectant,30.0,Does not apply,,500000,Five hundred thousand,350000,80,20,0,,,,2006.0,No losses,No losses,10.0,90.0,No,,DK,,200000.0,Two hundred thousand,Sodium laureth sulphate,-9.0,,Ethanol,-9.0,,Perfume,-9.0,,100.0,100.0,100.0,50.0,Moderate obstacle,Moderate obstacle,National,Too many to count,No,DK,DK,No,,No,Yes,No,No,No,No,No,60.0,40.0,0,100,0,No,,,,,,,,,Major obstacle,Yes,1.0,,No,,,No obstacle,20,40,70,0,0,30,0,Yes,200000.0,DK,100.0,0.0,0.0,0.0,0.0,0.0,Yes,No,No,,,,,,,,,,,,,No,No,Collateral requirements were too high,,Yes,Major obstacle,No,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,DK,5,Yes,2.0,No,No,,DK,,No,,,No,,,Major obstacle,Major obstacle,Moderate obstacle,No obstacle,Major obstacle,DK,15,15,10.0,5.0,7.0,3.0,2.0,2.0,,No full-time seasonal or temporary workers,,,12.0,12.0,60,No,,,No obstacle,Minor obstacle,Access to finance,Business licensing and permits,25000,200000.0,700.0,500,DK,DK,,10000.0,DK,DK,600000.0,DK,7,Male,,,,,14,4,2014,13,0,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,0,,1.1408053411538872,2.0905701535457895,6.331337602867089,79.0
557910,94081,9139,2,(A) with cards,Manufacturing,Ghana,English,Tema,Tema,No,No,City with population over 1 million,Plastics & rubber,Plastics & rubber,"Yes, screener and sample frame info match",Small >=5 and <=19,Small >=5 and <=19,"No, a firm on its own",1,NA,NA,NA,NA,10751,10003,17,4,2014,13,20,Sole proprietorship,,100,0,100,0,0,No,,2000,6,Yes,2000,20,No,Yes,No,,,Yes,11.0,7.0,30.0,,Yes,50.0,No,,,No,,,Yes,Yes,Yes,Very Severe Obstacle,Minor obstacle,Poly tank,2520,60,Tables and chairs,30.0,Flower pots,10.0,200000,Two hundred thousand,90000,100,0,0,,,,,No losses,No losses,2.0,98.0,Yes,7.0,30.0,,150000.0,One hundred and fifty thousand,Polyethylene,80000.0,Eighty thousand,Polyvinyl chloride,50000.0,Fifty thousand,Polystrene,15000.0,Fifteen thousand,60.0,20.0,15.0,5.0,Minor obstacle,Moderate obstacle,National,4.0,Yes,No,No obstacle,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,80.0,80.0,100,0,0,No,,,,,,,,,Minor obstacle,Yes,5.0,,No,,,No obstacle,10,20,90,0,0,10,0,Yes,20000.0,DK,80.0,0.0,0.0,0.0,20.0,0.0,Yes,No,No,,,,,,,,,,,,,No,No,Interest rates were not favorable,,Yes,Moderate obstacle,No,,,,,,,,,,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Tend to agree,No time was spent,Yes,5.0,No,No,,No payments or gifts are paid,,No,,,No,,,Minor obstacle,Moderate obstacle,No obstacle,Major obstacle,No obstacle,No obstacle,18,18,15.0,3.0,12.0,3.0,DK,1.0,,2,0.0,12.0,12.0,15.0,80,Yes,100.0,No employees in a category were trained,Minor obstacle,No obstacle,Electricity,Access to land,36000,11000.0,10000.0,20000,DK,DK,,5000.0,100000.0,50000.0,150000.0,70000.0,20,Male,,,,,17,4,2014,14,30,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,0,,1.1408053411538872,2.0905701535457895,6.331337602867089,79.0
557911,94082,9135,1,(A) with cards,Manufacturing,Ghana,English,Tema,Tema,No,No,City with population over 1 million,Food,Food,"Yes, screener and sample frame info match",Small >=5 and <=19,Small >=5 and <=19,"No, a firm on its own",1,NA,NA,NA,NA,10751,10003,16,4,2014,9,20,Sole proprietorship,,100,0,100,0,0,No,,2003,8,Yes,2000,30,No,Yes,No,,,Yes,5.0,4.0,20.0,,Yes,30.0,No,,,No,,,Yes,No,Yes,Major obstacle,No obstacle,19 Litres bottle water,1554,60,1.5 Litres bottle water,30.0,Sachet water,10.0,250000,Two hundred and fifty thousand,200000,100,0,0,,,,,No losses,No losses,90.0,10.0,Yes,7.0,10.0,,70000.0,Seventy thousand,Water,30000.0,Thirty thousand,Plastic bottles,20000.0,Twenty thousand,Chemicals for water treatment,15000.0,Fifteen Thousand,50.0,30.0,15.0,5.0,Moderate obstacle,Major obstacle,National,Too many to count,No,No,Moderate obstacle,No,,No,No,No,No,No,No,No,90.0,90.0,100,0,0,No,,,,,,,,,Minor obstacle,Yes,2.0,,No,,,No obstacle,30,50,50,0,20,30,0,No,,,,,,,,,Yes,No,No,,,,,,,,,,,,,No,No,Interest rates were not favorable,,Yes,Moderate obstacle,No,,,,,,,,,,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Tend to disagree,No time was spent,Yes,5.0,No,No,,No payments or gifts are paid,,No,,,No,,,Moderate obstacle,Moderate obstacle,Major obstacle,Major obstacle,No obstacle,No obstacle,18,15,15.0,3.0,10.0,5.0,5.0,DK,,3,1.0,12.0,9.0,12.0,10,No,,,No obstacle,No obstacle,Electricity,Access to finance,10000,70000.0,1000.0,30000,DK,DK,,51000.0,10000.0,DK,20000.0,DK,10,Male,,,,,16,4,2014,10,50,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,0,,1.7758728767500116,3.2629018054855994,9.676245543456272,75.0
